title,release_year,genres,rating_imdb,rating_movielens,rating_metacritic,rating_rt_audience,count_ratings,imdb_norm,movielens_norm,metacritic_norm,rt_norm,num_available_ratings,superscore_mean,superscore_median
sunset song,2016,"['Art House & International', 'Drama', 'Romance']",,,72.0,50.0,2,,,7.2,5.0,2,6.1,6.1
synchronicity,2016,"['Mystery & Suspense', 'Science Fiction & Fantasy']",,,39.0,35.0,2,,,3.9,3.5,2,3.7,3.7
take me to the river,2016,['Drama'],,,65.0,42.0,2,,,6.5,4.2,2,5.35,5.35
tale of love and darkness,2016,"['Art House & International', 'Drama']",,,55.0,50.0,2,,,5.5,5.0,2,5.25,5.25
tallulah,2016,['Drama'],,,63.0,69.0,2,,,6.3,6.9,2,6.6,6.6
tanna,2016,"['Art House & International', 'Drama', 'Romance']",,,75.0,76.0,2,,,7.5,7.6,2,7.55,7.55
theyre watching,2016,"['Comedy', 'Horror']",,,39.0,35.0,2,,,3.9,3.5,2,3.7,3.7
touched with fire,2016,['Drama'],,,62.0,89.0,2,,,6.2,8.9,2,7.550000000000001,7.550000000000001
tower,2016,"['Animation', 'Documentary']",,,92.0,89.0,2,,,9.2,8.9,2,9.05,9.05
train to busan,2016,"['Action', 'Thriller']",,3.5,72.0,,2,,7.0,7.2,,2,7.1,7.1
treasure,2016,['Comedy'],,,85.0,42.0,2,,,8.5,4.2,2,6.35,6.35
true memoirs of an international assassin,2016,"['Action', 'Comedy']",,3.25,,43.0,2,,6.5,,4.3,2,5.4,5.4
tumbledown,2016,['Comedy'],,,60.0,61.0,2,,,6.0,6.1,2,6.05,6.05
under the shadow,2016,"['Art House & International', 'Horror', 'Mystery & Suspense']",,,84.0,73.0,2,,,8.4,7.3,2,7.85,7.85
under the sun,2016,['Documentary'],,,81.0,69.0,2,,,8.1,6.9,2,7.5,7.5
uss indianapolis men of courage,2016,"['Action & Adventure', 'Drama']",,,30.0,30.0,2,,,3.0,3.0,2,3.0,3.0
vigilante diaries,2016,['Action'],,1.0,,69.0,2,,2.0,,6.9,2,4.45,4.45
wailing,2016,"['Mystery', 'Thriller']",,3.0,81.0,,2,,6.0,8.1,,2,7.05,7.05
we are x,2016,['Documentary'],,,64.0,86.0,2,,,6.4,8.6,2,7.5,7.5
weiner,2016,['Documentary'],,,84.0,83.0,2,,,8.4,8.3,2,8.350000000000001,8.350000000000001
when the bough breaks,2016,"['Drama', 'Horror']",,,28.0,45.0,2,,,2.8,4.5,2,3.65,3.65
whole truth,2016,"['Drama', 'Mystery & Suspense']",,,46.0,33.0,2,,,4.6,3.3,2,3.9499999999999997,3.9499999999999997
wild life,2016,"['Action & Adventure', 'Animation', 'Comedy']",,,36.0,28.0,2,,,3.6,2.8,2,3.2,3.2
yoga hosers,2016,"['Action & Adventure', 'Comedy']",,,23.0,35.0,2,,,2.3,3.5,2,2.9,2.9
young messiah,2016,['Drama'],,,33.0,66.0,2,,,3.3,6.6,2,4.949999999999999,4.949999999999999
your name,2016,"['Animation', 'Drama', 'Fantasy', 'Romance']",,4.0,79.0,,2,,8.0,7.9,,2,7.95,7.95
zero days,2016,['Documentary'],,,77.0,75.0,2,,,7.7,7.5,2,7.6,7.6
10 cent pistol,2015,"['Crime', 'Thriller']",,1.25,,29.0,2,,2.5,,2.9,2,2.7,2.7
100yearold man who climbed out the window and disappeared,2015,"['Action & Adventure', 'Comedy', 'Drama']",,,58.0,69.0,2,,,5.8,6.9,2,6.35,6.35
24 days,2015,['Drama'],,,59.0,60.0,2,,,5.9,6.0,2,5.95,5.95
33,2015,['Drama'],,,55.0,59.0,2,,,5.5,5.9,2,5.7,5.7
45 years,2015,['Drama'],,,94.0,67.0,2,,,9.4,6.7,2,8.05,8.05
5 flights up,2015,['Drama'],,,55.0,43.0,2,,,5.5,4.3,2,4.9,4.9
52 tuesdays,2015,"['Drama', 'Kids & Family']",,,71.0,65.0,2,,,7.1,6.5,2,6.8,6.8
7 chinese brothers,2015,['Comedy'],,,56.0,44.0,2,,,5.6,4.4,2,5.0,5.0
90 minutes in heaven,2015,['Drama'],,,28.0,50.0,2,,,2.8,5.0,2,3.9,3.9
99 homes,2015,"['Drama', 'Mystery & Suspense']",,,76.0,78.0,2,,,7.6,7.8,2,7.699999999999999,7.699999999999999
accidental love,2015,"['Comedy', 'Romance']",,,20.0,15.0,2,,,2.0,1.5,2,1.75,1.75
adderall diaries,2015,"['Action', 'Drama', 'Thriller']",,2.0,,28.0,2,,4.0,,2.8,2,3.4,3.4
adult beginners,2015,['Comedy'],,,57.0,30.0,2,,,5.7,3.0,2,4.35,4.35
alex of venice,2015,['Drama'],,,56.0,43.0,2,,,5.6,4.3,2,4.949999999999999,4.949999999999999
alien outpost,2015,['Action & Adventure'],,,26.0,32.0,2,,,2.6,3.2,2,2.9000000000000004,2.9000000000000004
alvin and the chipmunks the road chip,2015,"['Animation', 'Comedy', 'Kids & Family']",,,33.0,51.0,2,,,3.3,5.1,2,4.199999999999999,4.199999999999999
american heist,2015,['Action'],,1.5,,18.0,2,,3.0,,1.8,2,2.4,2.4
amira sam,2015,"['Comedy', 'Drama', 'Romance']",,,58.0,69.0,2,,,5.8,6.9,2,6.35,6.35
amnesiac,2015,"['Drama', 'Horror', 'Mystery & Suspense']",,,33.0,14.0,2,,,3.3,1.4,2,2.3499999999999996,2.3499999999999996
amour fou,2015,['Drama'],,,69.0,49.0,2,,,6.9,4.9,2,5.9,5.9
anomaly,2015,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",,,27.0,24.0,2,,,2.7,2.4,2,2.55,2.55
assassin,2015,"['Action & Adventure', 'Art House & International', 'Drama']",,,80.0,48.0,2,,,8.0,4.8,2,6.4,6.4
backcountry,2015,"['Drama', 'Horror', 'Mystery & Suspense']",,,62.0,53.0,2,,,6.2,5.3,2,5.75,5.75
ballet 422,2015,"['Documentary', 'Drama', 'Musical & Performing Arts']",,,74.0,62.0,2,,,7.4,6.2,2,6.800000000000001,6.800000000000001
barber,2015,['Mystery & Suspense'],,,39.0,26.0,2,,,3.9,2.6,2,3.25,3.25
barely lethal,2015,"['Action', 'Adventure', 'Comedy']",,4.5,44.0,,2,,9.0,4.4,,2,6.7,6.7
batkid begins,2015,['Documentary'],,,63.0,83.0,2,,,6.3,8.3,2,7.300000000000001,7.300000000000001
being evel,2015,['Documentary'],,,72.0,83.0,2,,,7.2,8.3,2,7.75,7.75
beloved sisters,2015,['Drama'],,,66.0,40.0,2,,,6.6,4.0,2,5.3,5.3
best of enemies,2015,['Documentary'],,,77.0,85.0,2,,,7.7,8.5,2,8.1,8.1
beyond the reach,2015,['Mystery & Suspense'],,,34.0,20.0,2,,,3.4,2.0,2,2.7,2.7
big game,2015,['Action & Adventure'],,,53.0,34.0,2,,,5.3,3.4,2,4.35,4.35
big stone gap,2015,"['Comedy', 'Romance']",,,39.0,53.0,2,,,3.9,5.3,2,4.6,4.6
black or white,2015,['Drama'],,,45.0,65.0,2,,,4.5,6.5,2,5.5,5.5
black panthers vanguard of the revolution,2015,['Documentary'],,,79.0,71.0,2,,,7.9,7.1,2,7.5,7.5
blind,2015,"['Art House & International', 'Drama']",,,83.0,74.0,2,,,8.3,7.4,2,7.8500000000000005,7.8500000000000005
body,2015,"['Drama', 'Horror', 'Thriller']",,1.0,49.0,,2,,2.0,4.9,,2,3.45,3.45
boulevard,2015,"['Drama', 'Special Interest']",,,52.0,30.0,2,,,5.2,3.0,2,4.1,4.1
boy and the beast,2015,"['Action', 'Adventure', 'Animation']",,4.0,65.0,,2,,8.0,6.5,,2,7.25,7.25
boy meets girl,2015,"['Comedy', 'Drama', 'Romance']",,4.0,,80.0,2,,8.0,,8.0,2,8.0,8.0
brand new testament,2015,['(no genres listed)'],,4.0,70.0,,2,,8.0,7.0,,2,7.5,7.5
bravetown,2015,['Romance'],,,36.0,47.0,2,,,3.6,4.7,2,4.15,4.15
brilliant young mind,2015,"['Comedy', 'Drama']",,,65.0,77.0,2,,,6.5,7.7,2,7.1,7.1
broken horses,2015,"['Action & Adventure', 'Drama']",,,32.0,43.0,2,,,3.2,4.3,2,3.75,3.75
burying the ex,2015,"['Comedy', 'Horror', 'Romance']",,,37.0,30.0,2,,,3.7,3.0,2,3.35,3.35
buzzard,2015,"['Comedy', 'Drama', 'Horror']",,5.0,77.0,,2,,10.0,7.7,,2,8.85,8.85
by the sea,2015,"['Drama', 'Romance']",,,44.0,28.0,2,,,4.4,2.8,2,3.6,3.6
cartel land,2015,['Documentary'],,,76.0,82.0,2,,,7.6,8.2,2,7.8999999999999995,7.8999999999999995
champs,2015,"['Documentary', 'Special Interest']",,,59.0,95.0,2,,,5.9,9.5,2,7.7,7.7
close range,2015,"['Action', 'Crime']",,3.0,,27.0,2,,6.0,,2.7,2,4.35,4.35
clouds of sils maria,2015,['Drama'],,,78.0,65.0,2,,,7.8,6.5,2,7.15,7.15
connection,2015,"['Action & Adventure', 'Documentary', 'Mystery & Suspense']",,,67.0,71.0,2,,,6.7,7.1,2,6.9,6.9
contracted phase ii,2015,"['Drama', 'Horror', 'Mystery & Suspense']",,,35.0,14.0,2,,,3.5,1.4,2,2.45,2.45
criminal activities,2015,['Drama'],,,51.0,42.0,2,,,5.1,4.2,2,4.65,4.65
cut bank,2015,['Mystery & Suspense'],,,44.0,29.0,2,,,4.4,2.9,2,3.6500000000000004,3.6500000000000004
cymbeline,2015,['Action & Adventure'],,,54.0,14.0,2,,,5.4,1.4,2,3.4000000000000004,3.4000000000000004
dark summer,2015,['Mystery & Suspense'],,,31.0,15.0,2,,,3.1,1.5,2,2.3,2.3
dark was the night,2015,"['Drama', 'Horror', 'Mystery & Suspense']",,,40.0,35.0,2,,,4.0,3.5,2,3.75,3.75
desert dancer,2015,['Drama'],,,49.0,62.0,2,,,4.9,6.2,2,5.550000000000001,5.550000000000001
devils violinist,2015,['Drama'],,,38.0,44.0,2,,,3.8,4.4,2,4.1,4.1
diary of a teenage girl,2015,['Drama'],,,87.0,73.0,2,,,8.7,7.3,2,8.0,8.0
digging for fire,2015,['Drama'],,,69.0,41.0,2,,,6.9,4.1,2,5.5,5.5
dior and i,2015,"['Documentary', 'Special Interest']",,,70.0,76.0,2,,,7.0,7.6,2,7.3,7.3
do i sound gay,2015,"['Documentary', 'Special Interest']",,,65.0,47.0,2,,,6.5,4.7,2,5.6,5.6
don verdean,2015,['Comedy'],,,39.0,23.0,2,,,3.9,2.3,2,3.0999999999999996,3.0999999999999996
dragon blade,2015,"['Action', 'Adventure', 'Drama']",,2.0,41.0,,2,,4.0,4.1,,2,4.05,4.05
dreams rewired,2015,['Documentary'],,,62.0,45.0,2,,,6.2,4.5,2,5.35,5.35
drunk stoned brilliant dead the story of the national lampoon,2015,['Documentary'],,,74.0,68.0,2,,,7.4,6.8,2,7.1,7.1
entertainment,2015,['Drama'],,,65.0,46.0,2,,,6.5,4.6,2,5.55,5.55
everly,2015,['Mystery & Suspense'],,,35.0,29.0,2,,,3.5,2.9,2,3.2,3.2
falling,2015,"['Drama', 'Mystery & Suspense']",,,71.0,35.0,2,,,7.1,3.5,2,5.3,5.3
far from the madding crowd,2015,"['Drama', 'Romance']",,,71.0,75.0,2,,,7.1,7.5,2,7.3,7.3
farewell party,2015,['Drama'],,,71.0,73.0,2,,,7.1,7.3,2,7.199999999999999,7.199999999999999
faults,2015,"['Drama', 'Mystery & Suspense']",,,70.0,68.0,2,,,7.0,6.8,2,6.9,6.9
forbidden room,2015,"['Comedy', 'Drama', 'Science Fiction & Fantasy']",,,83.0,50.0,2,,,8.3,5.0,2,6.65,6.65
forger,2015,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",,,32.0,32.0,2,,,3.2,3.2,2,3.2,3.2
freeheld,2015,['Drama'],,,50.0,54.0,2,,,5.0,5.4,2,5.2,5.2
gerontophilia,2015,"['Comedy', 'Romance']",,,48.0,42.0,2,,,4.8,4.2,2,4.5,4.5
gett the trial of viviane amsalem,2015,"['Art House & International', 'Drama']",,,90.0,81.0,2,,,9.0,8.1,2,8.55,8.55
girl in the book,2015,['Drama'],,,68.0,55.0,2,,,6.8,5.5,2,6.15,6.15
girl is in trouble,2015,['Mystery & Suspense'],,,55.0,40.0,2,,,5.5,4.0,2,4.75,4.75
girl king,2015,"['Drama', 'Romance']",,,37.0,45.0,2,,,3.7,4.5,2,4.1,4.1
girlhood,2015,['Drama'],,,85.0,72.0,2,,,8.5,7.2,2,7.85,7.85
good kill,2015,['Mystery & Suspense'],,,63.0,49.0,2,,,6.3,4.9,2,5.6,5.6
grandma,2015,['Comedy'],,,77.0,67.0,2,,,7.7,6.7,2,7.2,7.2
guidance,2015,['Comedy'],,,66.0,56.0,2,,,6.6,5.6,2,6.1,6.1
hard day,2015,"['Action & Adventure', 'Art House & International', 'Drama']",,,76.0,77.0,2,,,7.6,7.7,2,7.65,7.65
hard to be a god,2015,['Science Fiction & Fantasy'],,,90.0,66.0,2,,,9.0,6.6,2,7.8,7.8
harvest,2015,"['Horror', 'Mystery & Suspense']",,,68.0,42.0,2,,,6.8,4.2,2,5.5,5.5
he named me malala,2015,['Documentary'],,,61.0,72.0,2,,,6.1,7.2,2,6.65,6.65
heart of a dog,2015,['Documentary'],,,84.0,64.0,2,,,8.4,6.4,2,7.4,7.4
heaven knows what,2015,['Drama'],,,75.0,66.0,2,,,7.5,6.6,2,7.05,7.05
heist,2015,['Action & Adventure'],,,37.0,41.0,2,,,3.7,4.1,2,3.9,3.9
hellions,2015,['Horror'],,,34.0,16.0,2,,,3.4,1.6,2,2.5,2.5
home sweet hell,2015,"['Comedy', 'Drama']",,,22.0,26.0,2,,,2.2,2.6,2,2.4000000000000004,2.4000000000000004
horror,2015,['Horror'],,,42.0,9.0,2,,,4.2,0.9,2,2.5500000000000003,2.5500000000000003
human capital,2015,"['Art House & International', 'Drama']",,,63.0,77.0,2,,,6.3,7.7,2,7.0,7.0
humbling,2015,['Drama'],,,59.0,28.0,2,,,5.9,2.8,2,4.35,4.35
hunting ground,2015,['Documentary'],,,77.0,85.0,2,,,7.7,8.5,2,8.1,8.1
i am big bird the caroll spinney story,2015,"['Documentary', 'Special Interest']",,,71.0,79.0,2,,,7.1,7.9,2,7.5,7.5
i am chris farley,2015,"['Art House & International', 'Documentary']",,,58.0,77.0,2,,,5.8,7.7,2,6.75,6.75
i smile back,2015,['Drama'],,,59.0,43.0,2,,,5.9,4.3,2,5.1,5.1
ill see you in my dreams,2015,"['Comedy', 'Drama', 'Romance']",,,75.0,68.0,2,,,7.5,6.8,2,7.15,7.15
in the name of my daughter,2015,"['Art House & International', 'Drama']",,,57.0,43.0,2,,,5.7,4.3,2,5.0,5.0
infini,2015,"['Horror', 'Sci-Fi', 'Thriller']",,1.5,,34.0,2,,3.0,,3.4,2,3.2,3.2
infinitely polar bear,2015,"['Comedy', 'Drama']",,,64.0,71.0,2,,,6.4,7.1,2,6.75,6.75
iris,2015,['Documentary'],,,80.0,80.0,2,,,8.0,8.0,2,8.0,8.0
iron ministry,2015,['Documentary'],,,76.0,50.0,2,,,7.6,5.0,2,6.3,6.3
jackie ryan,2015,['Drama'],,,55.0,40.0,2,,,5.5,4.0,2,4.75,4.75
jafar panahis taxi,2015,['Documentary'],,,91.0,79.0,2,,,9.1,7.9,2,8.5,8.5
james white,2015,['Drama'],,,83.0,70.0,2,,,8.3,7.0,2,7.65,7.65
janis little girl blue,2015,"['Art House & International', 'Documentary']",,,74.0,77.0,2,,,7.4,7.7,2,7.550000000000001,7.550000000000001
jauja,2015,"['Comedy', 'Drama']",,,77.0,50.0,2,,,7.7,5.0,2,6.35,6.35
jem and the holograms,2015,"['Action & Adventure', 'Musical & Performing Arts', 'Science Fiction & Fantasy']",,,42.0,40.0,2,,,4.2,4.0,2,4.1,4.1
jennys wedding,2015,['Comedy'],,,33.0,34.0,2,,,3.3,3.4,2,3.3499999999999996,3.3499999999999996
joe dirt 2 beautiful loser,2015,['Comedy'],,0.5,,21.0,2,,1.0,,2.1,2,1.55,1.55
kahlil gibrans the prophet,2015,['Animation'],,,61.0,75.0,2,,,6.1,7.5,2,6.8,6.8
kumiko the treasure hunter,2015,['Drama'],,,68.0,62.0,2,,,6.8,6.2,2,6.5,6.5
kung fu killer,2015,"['Action & Adventure', 'Art House & International', 'Mystery & Suspense']",,,66.0,57.0,2,,,6.6,5.7,2,6.15,6.15
la slasher,2015,"['Comedy', 'Crime', 'Fantasy']",,5.0,,31.0,2,,10.0,,3.1,2,6.55,6.55
lady in the van,2015,['Drama'],,,70.0,64.0,2,,,7.0,6.4,2,6.7,6.7
lambert stamp,2015,"['Documentary', 'Special Interest']",,,75.0,52.0,2,,,7.5,5.2,2,6.35,6.35
lazarus effect,2015,['Horror'],,,31.0,23.0,2,,,3.1,2.3,2,2.7,2.7
learning to drive,2015,"['Drama', 'Romance']",,,59.0,58.0,2,,,5.9,5.8,2,5.85,5.85
letters,2015,['Drama'],,,25.0,66.0,2,,,2.5,6.6,2,4.55,4.55
life,2015,['Drama'],,,59.0,44.0,2,,,5.9,4.4,2,5.15,5.15
lila eve,2015,['Drama'],,,45.0,41.0,2,,,4.5,4.1,2,4.3,4.3
little accidents,2015,['Drama'],,,56.0,29.0,2,,,5.6,2.9,2,4.25,4.25
little boy,2015,['Drama'],,,30.0,78.0,2,,,3.0,7.8,2,5.4,5.4
little chaos,2015,"['Art House & International', 'Drama']",,,51.0,49.0,2,,,5.1,4.9,2,5.0,5.0
little death,2015,['Comedy'],,,46.0,64.0,2,,,4.6,6.4,2,5.5,5.5
little prince,2015,"['Animation', 'Fantasy']",,2.25,70.0,,2,,4.5,7.0,,2,5.75,5.75
look of silence,2015,"['Art House & International', 'Documentary']",,,92.0,89.0,2,,,9.2,8.9,2,9.05,9.05
lost in the sun,2015,"['Action', 'Drama', 'Thriller']",,2.0,,37.0,2,,4.0,,3.7,2,3.85,3.85
lost river,2015,"['Mystery & Suspense', 'Science Fiction & Fantasy']",,,42.0,38.0,2,,,4.2,3.8,2,4.0,4.0
love at first fight,2015,"['Comedy', 'Drama', 'Romance']",,,63.0,66.0,2,,,6.3,6.6,2,6.449999999999999,6.449999999999999
love the coopers,2015,['Comedy'],,,31.0,36.0,2,,,3.1,3.6,2,3.35,3.35
mad as hell,2015,['Documentary'],,,52.0,84.0,2,,,5.2,8.4,2,6.800000000000001,6.800000000000001
madame bovary,2015,"['Art House & International', 'Drama']",,,52.0,26.0,2,,,5.2,2.6,2,3.9000000000000004,3.9000000000000004
manglehorn,2015,"['Comedy', 'Drama']",,,56.0,24.0,2,,,5.6,2.4,2,4.0,4.0
manny,2015,"['Documentary', 'Drama', 'Special Interest', 'Sports & Fitness']",,,35.0,65.0,2,,,3.5,6.5,2,5.0,5.0
match,2015,"['Comedy', 'Drama']",,,62.0,67.0,2,,,6.2,6.7,2,6.45,6.45
matt shepard is a friend of mine,2015,"['Documentary', 'Special Interest']",,,75.0,86.0,2,,,7.5,8.6,2,8.05,8.05
max,2015,['Action & Adventure'],,,47.0,70.0,2,,,4.7,7.0,2,5.85,5.85
maya the bee movie,2015,['Animation'],,,49.0,45.0,2,,,4.9,4.5,2,4.7,4.7
mediterranea,2015,['Drama'],,,77.0,54.0,2,,,7.7,5.4,2,6.550000000000001,6.550000000000001
meet me in montenegro,2015,"['Comedy', 'Drama']",,,51.0,59.0,2,,,5.1,5.9,2,5.5,5.5
meet the patels,2015,['Documentary'],,,70.0,76.0,2,,,7.0,7.6,2,7.3,7.3
men chicken,2015,"['Comedy', 'Drama']",,4.0,64.0,,2,,8.0,6.4,,2,7.2,7.2
merchants of doubt,2015,"['Documentary', 'Drama', 'Special Interest']",,,70.0,78.0,2,,,7.0,7.8,2,7.4,7.4
meru,2015,['Documentary'],,,77.0,91.0,2,,,7.7,9.1,2,8.4,8.4
midsummer nights dream,2015,['(no genres listed)'],,4.0,,67.0,2,,8.0,,6.7,2,7.35,7.35
miss you already,2015,"['Art House & International', 'Comedy', 'Drama', 'Romance']",,,59.0,68.0,2,,,5.9,6.8,2,6.35,6.35
mississippi grind,2015,['Drama'],,,77.0,55.0,2,,,7.7,5.5,2,6.6,6.6
mistress america,2015,['Comedy'],,4.0,75.0,,2,,8.0,7.5,,2,7.75,7.75
monsters dark continent,2015,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",,,42.0,16.0,2,,,4.2,1.6,2,2.9000000000000004,2.9000000000000004
murder in the park,2015,"['Documentary', 'Mystery & Suspense']",,,70.0,67.0,2,,,7.0,6.7,2,6.85,6.85
mustang,2015,['Drama'],,,83.0,88.0,2,,,8.3,8.8,2,8.55,8.55
my all american,2015,['Drama'],,,34.0,77.0,2,,,3.4,7.7,2,5.55,5.55
my life directed by nicolas winding refn,2015,['Documentary'],,,50.0,40.0,2,,,5.0,4.0,2,4.5,4.5
nasty baby,2015,['Drama'],,,64.0,40.0,2,,,6.4,4.0,2,5.2,5.2
neon bull,2015,['Adventure'],,3.5,80.0,,2,,7.0,8.0,,2,7.5,7.5
new girlfriend,2015,"['Art House & International', 'Drama']",,,74.0,61.0,2,,,7.4,6.1,2,6.75,6.75
nightmare,2015,"['Documentary', 'Horror']",,,68.0,43.0,2,,,6.8,4.3,2,5.55,5.55
noble,2015,['Drama'],,,63.0,72.0,2,,,6.3,7.2,2,6.75,6.75
october gale,2015,"['Drama', 'Romance']",,,48.0,20.0,2,,,4.8,2.0,2,3.4,3.4
old fashioned,2015,"['Drama', 'Romance']",,,29.0,84.0,2,,,2.9,8.4,2,5.65,5.65
one two,2015,"['Drama', 'Mystery & Suspense']",,,47.0,34.0,2,,,4.7,3.4,2,4.05,4.05
out of the dark,2015,"['Horror', 'Mystery & Suspense']",,,33.0,22.0,2,,,3.3,2.2,2,2.75,2.75
outcast,2015,['Action & Adventure'],,,33.0,22.0,2,,,3.3,2.2,2,2.75,2.75
outrageous sophie tucker,2015,['Documentary'],,,59.0,61.0,2,,,5.9,6.1,2,6.0,6.0
paranormal activity the ghost dimension,2015,['Horror'],,,30.0,27.0,2,,,3.0,2.7,2,2.85,2.85
people places things,2015,['Comedy'],,,68.0,72.0,2,,,6.8,7.2,2,7.0,7.0
phoenix,2015,"['Art House & International', 'Drama']",,,89.0,78.0,2,,,8.9,7.8,2,8.35,8.35
preservation,2015,"['Horror', 'Mystery & Suspense']",,,44.0,23.0,2,,,4.4,2.3,2,3.35,3.35
queen of earth,2015,"['Drama', 'Mystery & Suspense']",,,77.0,58.0,2,,,7.7,5.8,2,6.75,6.75
requiem for the american dream,2015,['Documentary'],,2.5,,84.0,2,,5.0,,8.4,2,6.7,6.7
results,2015,['Comedy'],,,73.0,36.0,2,,,7.3,3.6,2,5.45,5.45
road hard,2015,['Comedy'],,,50.0,76.0,2,,,5.0,7.6,2,6.3,6.3
royal night out,2015,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Romance']",,,58.0,56.0,2,,,5.8,5.6,2,5.699999999999999,5.699999999999999
runoff,2015,['Drama'],,,64.0,79.0,2,,,6.4,7.9,2,7.15,7.15
russian woodpecker,2015,['Documentary'],,,74.0,67.0,2,,,7.4,6.7,2,7.050000000000001,7.050000000000001
safelight,2015,['Drama'],,,26.0,35.0,2,,,2.6,3.5,2,3.05,3.05
saint laurent,2015,"['Art House & International', 'Drama', 'Special Interest']",,,52.0,40.0,2,,,5.2,4.0,2,4.6,4.6
samba,2015,"['Comedy', 'Drama', 'Musical & Performing Arts']",,,53.0,54.0,2,,,5.3,5.4,2,5.35,5.35
sapienza,2015,['Drama'],,,74.0,50.0,2,,,7.4,5.0,2,6.2,6.2
serena,2015,['Drama'],,,36.0,23.0,2,,,3.6,2.3,2,2.95,2.95
seven five,2015,['Documentary'],,,69.0,85.0,2,,,6.9,8.5,2,7.7,7.7
seymour an introduction,2015,['Documentary'],,,83.0,78.0,2,,,8.3,7.8,2,8.05,8.05
shanghai,2015,"['Drama', 'Mystery & Suspense', 'Romance']",,,36.0,36.0,2,,,3.6,3.6,2,3.6,3.6
sherpa,2015,['Documentary'],,,93.0,81.0,2,,,9.3,8.1,2,8.7,8.7
shes funny that way,2015,['Comedy'],,,45.0,35.0,2,,,4.5,3.5,2,4.0,4.0
sisterhood of night,2015,['Horror'],,,60.0,65.0,2,,,6.0,6.5,2,6.25,6.25
skin trade,2015,['Action & Adventure'],,,39.0,30.0,2,,,3.9,3.0,2,3.45,3.45
sleeping with other people,2015,['Comedy'],,,64.0,57.0,2,,,6.4,5.7,2,6.050000000000001,6.050000000000001
slow learners,2015,"['Comedy', 'Romance']",,2.0,,52.0,2,,4.0,,5.2,2,4.6,4.6
soaked in bleach,2015,['Drama'],,,50.0,76.0,2,,,5.0,7.6,2,6.3,6.3
some kind of beautiful,2015,['Comedy'],,,11.0,30.0,2,,,1.1,3.0,2,2.05,2.05
son of saul,2015,['Drama'],,,91.0,79.0,2,,,9.1,7.9,2,8.5,8.5
song one,2015,"['Drama', 'Romance']",,,48.0,29.0,2,,,4.8,2.9,2,3.8499999999999996,3.8499999999999996
spare parts,2015,"['Drama', 'Kids & Family']",,,50.0,82.0,2,,,5.0,8.2,2,6.6,6.6
squeeze,2015,"['Comedy', 'Drama']",,2.0,,43.0,2,,4.0,,4.3,2,4.15,4.15
stations of the cross,2015,"['Art House & International', 'Drama']",,,68.0,74.0,2,,,6.8,7.4,2,7.1,7.1
steve jobs man in the machine,2015,['Documentary'],,,72.0,57.0,2,,,7.2,5.7,2,6.45,6.45
strangerland,2015,"['Drama', 'Mystery & Suspense']",,,42.0,24.0,2,,,4.2,2.4,2,3.3,3.3
sunshine superman,2015,"['Documentary', 'Special Interest']",,,70.0,67.0,2,,,7.0,6.7,2,6.85,6.85
tangerines,2015,['Drama'],,,73.0,89.0,2,,,7.3,8.9,2,8.1,8.1
ten thousand saints,2015,"['Comedy', 'Drama']",,,62.0,36.0,2,,,6.2,3.6,2,4.9,4.9
testament of youth,2015,"['Drama', 'Romance']",,,76.0,78.0,2,,,7.6,7.8,2,7.699999999999999,7.699999999999999
theeb,2015,"['Action & Adventure', 'Drama']",,,80.0,76.0,2,,,8.0,7.6,2,7.8,7.8
these final hours,2015,['Art House & International'],,,61.0,64.0,2,,,6.1,6.4,2,6.25,6.25
timbuktu,2015,"['Art House & International', 'Drama']",,,92.0,77.0,2,,,9.2,7.7,2,8.45,8.45
time out of mind,2015,['Drama'],,,75.0,42.0,2,,,7.5,4.2,2,5.85,5.85
transporter refueled,2015,['Action & Adventure'],,,32.0,30.0,2,,,3.2,3.0,2,3.1,3.1
trash,2015,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",,,50.0,70.0,2,,,5.0,7.0,2,6.0,6.0
tribe,2015,"['Art House & International', 'Drama']",,,78.0,69.0,2,,,7.8,6.9,2,7.35,7.35
tu dors nicole,2015,"['Comedy', 'Drama']",,,79.0,66.0,2,,,7.9,6.6,2,7.25,7.25
twinsters,2015,['Documentary'],,4.0,81.0,,2,,8.0,8.1,,2,8.05,8.05
unexpected,2015,"['Comedy', 'Drama']",,,65.0,44.0,2,,,6.5,4.4,2,5.45,5.45
vatican tapes,2015,"['Drama', 'Horror', 'Mystery & Suspense']",,,38.0,59.0,2,,,3.8,5.9,2,4.85,4.85
wannabe,2015,['Drama'],,,49.0,36.0,2,,,4.9,3.6,2,4.25,4.25
we are still here,2015,['Horror'],,,65.0,47.0,2,,,6.5,4.7,2,5.6,5.6
we are your friends,2015,['Drama'],,,46.0,42.0,2,,,4.6,4.2,2,4.4,4.4
welcome to happiness,2015,"['Comedy', 'Drama', 'Fantasy']",,1.5,,57.0,2,,3.0,,5.7,2,4.35,4.35
welcome to new york,2015,['Drama'],,,71.0,42.0,2,,,7.1,4.2,2,5.65,5.65
