norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,year,release_date,genres,ID_IMDB,ID_METACRITIC,ID_MOVIELENS
ruling class,0,,,3.0,,ruling class,1972,,"['Comedy', 'Drama']",,,873.0
rum diary,0,,,3.6,,rum diary,2011,,"['Comedy', 'Drama', 'Thriller']",,,7734.0
rumble fish,0,,63.0,,73.0,rumble fish,1983,,['Drama'],,2940.0,
rumble in the bronx,0,,61.0,3.5,80.0,rumble in the bronx,1995,,"['Action', 'Thriller', 'Comedy', 'Crime']",,2238.0,100.0
rumble the indians who rocked world,0,,,,91.0,rumble the indians who rocked world,2017,,"['Art House & International', 'Documentary']",,,
rumor has it,0,5.5,35.0,2.8,19.0,rumor has it,2005,,"['Comedy', 'Drama', 'Romance']",1470.0,7424.0,6074.0
run,0,,,3.5,,run,1991,,"['Action', 'Drama', 'Thriller']",,,4779.0
run all night,0,6.6,59.0,2.2,59.0,run all night,2015,,"['Action', 'Crime', 'Thriller']",2761.0,2503.0,8776.0
run fatboy,0,6.5,48.0,3.0,47.0,run fatboy,2007,,"['Comedy', 'Romance', 'Sport']",1556.0,3133.0,6673.0
run for cover,0,,,,83.0,run for cover,1995,,"['Action & Adventure', 'Mystery & Suspense']",,,
run for the money,0,,,,0.0,run for the money,2002,,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",,,
run jump,0,,71.0,,89.0,run jump,2014,,['Drama'],,3244.0,
run lola,0,,77.0,4.0,93.0,run lola,1998,,"['Thriller', 'Crime']",,4638.0,2020.0
run of the country,0,,,4.0,,run of the country,1995,,['Drama'],,,563.0
run robot,0,,,,100.0,run robot,2017,,['Comedy'],,,
run ronnie,0,,,,71.0,run ronnie,2002,,['Comedy'],,,
run silent deep,0,,,3.6,100.0,run silent deep,1958,,['War'],,,2006.0
run the race,0,,,,40.0,run the race,2019,,"['Drama', 'Sports & Fitness']",,,
run the tide,0,,,,9.0,run the tide,2016,,['Drama'],,,
run this town,0,,,,47.0,run this town,2020,,['Drama'],,,
run with the hunted,0,,,,0.0,run with the hunted,2020,,['Drama'],,,
runaway,0,,,2.6,47.0,runaway,1984,,"['Sci-Fi', 'Thriller']",,,2931.0
runaway brain,0,,,5.0,,runaway brain,1995,,"['Animation', 'Comedy', 'Sci-Fi']",,,7961.0
runaway bride,0,5.6,39.0,2.8,46.0,runaway bride,1999,,"['Comedy', 'Romance']",894.0,3164.0,2045.0
runaway jury,0,7.1,61.0,3.4,73.0,runaway jury,2003,,"['Crime', 'Drama', 'Thriller']",1207.0,1439.0,4609.0
runaway train,0,,,3.2,85.0,runaway train,1985,,"['Action', 'Adventure', 'Drama', 'Thriller']",,,1747.0
runaways,0,,,3.5,,runaways,2010,,"['Drama', 'Musical']",,,7296.0
rundown,0,,,3.1,,rundown,2003,,"['Action', 'Adventure', 'Comedy']",,,4546.0
rundskop,0,,,,87.0,rundskop,2012,,"['Art House & International', 'Drama']",,,
runner,0,5.6,36.0,2.2,8.0,runner,2013,,"['Crime', 'Mystery', 'Thriller']",2814.0,2909.0,8254.0
runnin down a dream tom petty and the heartbreakers,0,,,,100.0,runnin down a dream tom petty and the heartbreakers,2008,,"['Documentary', 'Musical & Performing Arts']",,,
running free,0,,22.0,,27.0,running free,2000,,"['Adventure', 'Drama', 'History', 'War', 'Family']",,856.0,
running from crazy,0,,,,58.0,running from crazy,2013,,"['Documentary', 'Special Interest', 'Sports & Fitness']",,,
running man,0,,,3.2,,running man,1987,,"['Action', 'Sci-Fi']",,,2757.0
running on empty,0,,67.0,4.3,85.0,running on empty,1988,,"['Drama', 'Romance', 'Crime', 'Music']",,3036.0,3345.0
running scared,0,,,4.0,,running scared,1980,,"['Action', 'Drama']",,,3753.0
running scared,1,,,3.6,57.0,running scared,1986,,"['Action', 'Comedy']",,,1848.0
running scared,2,7.3,41.0,3.3,41.0,running scared,2006,,"['Action', 'Crime', 'Drama']",1492.0,695.0,6126.0
running with scissors,0,,52.0,2.5,31.0,running with scissors,2006,,"['Drama', 'Comedy']",,5681.0,6302.0
running with the devil,0,,,,24.0,running with the devil,2019,,['Drama'],,,
runoff,0,,64.0,,83.0,runoff,2015,,['Drama'],,3442.0,
rupture,0,,35.0,,18.0,rupture,2017,,"['Sci-Fi', 'Thriller', 'Horror']",,3958.0,
rush,0,,,4.0,71.0,rush,1991,,"['Crime', 'Drama']",,,5111.0
rush,1,8.1,75.0,3.8,88.0,rush,2013,,"['Action', 'Biography', 'Drama']",2687.0,4917.0,8241.0
rush beyond the lighted stage,0,,,,90.0,rush beyond the lighted stage,2010,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
rush hour,0,7.0,60.0,3.3,61.0,rush hour,1998,,"['Action', 'Comedy', 'Crime']",776.0,1683.0,1691.0
rush hour 2,0,6.7,48.0,3.4,52.0,rush hour 2,2001,,"['Action', 'Comedy', 'Crime']",1098.0,1033.0,3443.0
rush hour 3,0,6.2,44.0,2.7,18.0,rush hour 3,2007,,"['Action', 'Comedy', 'Crime']",1160.0,2889.0,6523.0
rushlights,0,,,,26.0,rushlights,2013,,"['Drama', 'Mystery & Suspense', 'Romance']",,,
rushmore,0,7.6,86.0,3.5,89.0,rushmore,1998,,"['Comedy', 'Drama', 'Romance']",816.0,8546.0,1796.0
russell mulcahy s tale of the mummy,0,,,,17.0,russell mulcahy s tale of the mummy,1999,,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",,,
russia house,0,,,2.5,,russia house,1990,,"['Drama', 'Thriller']",,,3655.0
russian ark,0,,86.0,,,russian ark,2002,,"['Drama', 'History', 'Fantasy']",,6037.0,
russian dolls,0,,67.0,,72.0,russian dolls,2006,,"['Drama', 'Comedy', 'Romance']",,8393.0,
russians are coming,0,,,2.5,,russians are coming the,1966,,"['Comedy', 'War']",,,4064.0
russkies,0,,,,14.0,russkies,1987,,"['Action & Adventure', 'Comedy', 'Drama']",,,
rust and bone,0,,73.0,0.5,,rust and bone,2012,,"['Drama', 'Mystery', 'Romance']",,6686.0,7980.0
rust creek,0,,59.0,,84.0,rust creek,2019,,"['Drama', 'Thriller']",,5177.0,
rustlers rhapsody,0,,,,17.0,rustlers rhapsody,1985,,"['Comedy', 'Musical & Performing Arts', 'Western']",,,
ruthless people,0,,,3.3,94.0,ruthless people,1986,,['Comedy'],,,1853.0
rv,0,5.6,33.0,2.0,23.0,rv,2006,,"['Adventure', 'Comedy', 'Family']",1619.0,2738.0,6184.0
ryan s daughter,0,,,,50.0,ryan s daughter,1970,,"['Drama', 'Romance']",,,
ryuzo and the seven henchmen,0,,,4.5,,ryuzo and the seven henchmen,2015,,"['Action', 'Comedy']",,,9058.0
s darko a donnie tale,0,,,,13.0,s darko a donnie tale,2009,,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",,,
s f w,0,,,3.0,,s f w,1994,,['Drama'],,,344.0
s man,0,,,,82.0,s man,2010,,"['Documentary', 'Horror', 'Special Interest', 'Television']",,,
s o b,0,,,,82.0,s o b,1981,,['Comedy'],,,
s w a t,0,6.0,45.0,3.3,48.0,s w a t,2003,,"['Action', 'Adventure', 'Crime']",1070.0,1040.0,4462.0
s1m0ne,0,6.1,49.0,,,s1m0ne,2002,,"['Comedy', 'Drama', 'Sci-Fi']",1074.0,863.0,
s21 the khmer rouge death machine,0,,75.0,,,s21 the khmer rouge death machine,2004,,"['History', 'War', 'Documentary']",,4258.0,
saawariya,0,,,,38.0,saawariya,2007,,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']",,,
saban s power rangers,0,,44.0,,49.0,saban s power rangers,2017,,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",,2059.0,
sabotage,0,,,3.2,100.0,sabotage,1936,,['Thriller'],,,1656.0
sabotage,1,5.7,41.0,,22.0,sabotage,2014,,"['Action', 'Crime', 'Drama']",2584.0,4672.0,
saboteur,0,,64.0,3.9,81.0,saboteur,1942,,"['Thriller', 'War']",,2463.0,1651.0
sabretooth,0,,,,20.0,sabretooth,2002,,"['Action & Adventure', 'Drama', 'Horror', 'Science Fiction & Fantasy']",,,
sabrina,0,,,3.8,92.0,sabrina,1954,,"['Comedy', 'Romance']",,,698.0
sabrina,1,,56.0,3.2,65.0,sabrina,1995,,"['Drama', 'Comedy']",,4541.0,7.0
sacco and vanzetti,0,,,,86.0,sacco and vanzetti,2007,,['Documentary'],,,
sacrament,0,,,4.0,,sacrament,2013,,"['Horror', 'Thriller']",,,8481.0
sacred,0,,,,92.0,sacred,2017,,['Documentary'],,,
sacred planet,0,,,,58.0,sacred planet,2004,,"['Documentary', 'Drama', 'Special Interest']",,,
sacred stage the mariinski theater,0,,,,33.0,sacred stage the mariinski theater,2005,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
sacrifice,0,,,4.2,,sacrifice,1986,,['Drama'],,,5518.0
sacrifice,1,,,2.5,,sacrifice,2010,,['Drama'],,,7776.0
sacrifice,2,,57.0,,,sacrifice,2012,,"['Drama', 'History']",,462.0,
safe,0,,76.0,2.8,86.0,safe,1995,,['Drama'],,5388.0,162.0
safe,1,6.5,55.0,3.5,58.0,safe,2012,,"['Action', 'Crime', 'Thriller']",2539.0,3535.0,7859.0
safe haven,0,6.6,34.0,4.0,13.0,safe haven,2013,,"['Drama', 'Romance', 'Thriller']",2562.0,2234.0,8088.0
safe house,0,6.7,52.0,3.4,53.0,safe house,2012,,"['Action', 'Thriller']",2489.0,3766.0,7796.0
safe men,0,,,,57.0,safe men,1998,,"['Action & Adventure', 'Comedy']",,,
safelight,0,,26.0,,0.0,safelight,2015,,['Drama'],,3968.0,
safety last,0,,,4.0,97.0,safety last,1923,,"['Action', 'Comedy', 'Romance']",,,5127.0
safety not guaranteed,0,6.9,72.0,3.8,91.0,safety not guaranteed,2012,,"['Adventure', 'Comedy', 'Drama']",2644.0,8172.0,7881.0
safety of objects,0,,,3.0,,safety of objects,2001,,['Drama'],,,4256.0
sagrada the mystery of creation,0,,,,54.0,sagrada the mystery of creation,2014,,"['Documentary', 'Special Interest']",,,
sahara,0,,,,100.0,sahara,1943,,"['Action & Adventure', 'Classics', 'Drama']",,,
sahara,1,6.0,41.0,3.1,38.0,sahara,2005,,"['Action', 'Adventure', 'Comedy']",1225.0,943.0,5837.0
saint,0,,,3.2,,saint,1997,,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",,,1131.0
saint,1,,,,55.0,saint,2017,,"['Art House & International', 'Horror']",,,
saint frances,0,,,,99.0,saint frances,2020,,"['Comedy', 'Drama', 'Romance']",,,
saint jack,0,,,,67.0,saint jack,1979,,"['Action & Adventure', 'Art House & International', 'Drama']",,,
saint john of las vegas,0,,,,23.0,saint john of las vegas,2010,,"['Comedy', 'Drama']",,,
saint judy,0,,51.0,,,saint judy,2019,,"['Biography', 'Drama']",,1470.0,
saint laurent,0,,52.0,,60.0,saint laurent,2015,,"['Biography', 'Drama', 'Romance']",,5776.0,
saint misbehavin the wavy gravy movie,0,,,,73.0,saint misbehavin the wavy gravy movie,2010,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
saint ralph,0,,51.0,2.5,64.0,saint ralph,2004,,"['Drama', 'Sport', 'Comedy']",,1132.0,5905.0
saints and soldiers,0,,56.0,2.5,66.0,saints and soldiers,2003,,"['Action', 'Adventure', 'Drama', 'War']",,2778.0,5695.0
sal,0,,41.0,,,sal,2013,,"['Biography', 'Drama']",,188.0,
salaam bombay,0,,,3.5,,salaam bombay,1988,,['Drama'],,,4272.0
salaam namaste,0,,,,83.0,salaam namaste,2005,,"['Art House & International', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']",,,
salem s lot,0,,,,88.0,salem s lot,1979,,"['Drama', 'Horror', 'Mystery & Suspense', 'Television']",,,
salem s lot,1,,,5.0,,salem s lot,2004,,"['Drama', 'Horror', 'Mystery', 'Thriller']",,,5678.0
salesman,0,,,,100.0,salesman,1968,,"['Documentary', 'Drama', 'Special Interest']",,,
salinger,0,,40.0,,,salinger,2013,,['Documentary'],,1203.0,
salinui chueok,0,8.1,,,,salinui chueok,2003,,"['Crime', 'Drama', 'Mystery']",1310.0,,
salmon fishing in the yemen,0,,58.0,1.5,67.0,salmon fishing in the yemen,2011,,"['Drama', 'Comedy', 'Romance']",,6360.0,7835.0
salo or the 120 days of sodom,0,,,3.7,,salo or the 120 days of sodom,1976,,['Drama'],,,4699.0
salome s last dance,0,,,,43.0,salome s last dance,1987,,"['Comedy', 'Drama']",,,
salon kitty,0,,,,29.0,salon kitty,1976,,"['Art House & International', 'Cult Movies', 'Drama']",,,
salt,0,6.4,65.0,3.0,62.0,salt,2010,,"['Action', 'Thriller']",1911.0,8939.0,7365.0
salt and fire,0,,44.0,,,salt and fire,2017,,['Thriller'],,7701.0,
salt of the earth,0,,,,100.0,salt of the earth,1954,,"['Classics', 'Drama']",,,
salt of this sea,0,,,,54.0,salt of this sea,2010,,"['Drama', 'Romance']",,,
salton sea,0,,,3.4,,salton sea,2002,,"['Crime', 'Drama', 'Thriller']",,,3804.0
saludos amigos,0,,,,83.0,saludos amigos,1943,,"['Animation', 'Classics', 'Comedy', 'Kids & Family', 'Special Interest']",,,
salvador,0,,,4.5,88.0,salvador,1986,,"['Drama', 'Thriller', 'War']",,,3256.0
salvage,0,,,,86.0,salvage,2009,,['Horror'],,,
salvation,0,,,3.0,,salvation,2014,,"['Drama', 'Western']",,,8525.0
salvation army,0,,,,75.0,salvation army,2015,,"['Art House & International', 'Drama']",,,
salvation boulevard,0,,,1.5,23.0,salvation boulevard,2011,,"['Comedy', 'Thriller']",,,7763.0
salvo,0,,,,75.0,salvo,2014,,"['Drama', 'Romance']",,,
samaritan,0,5.7,,,,samaritan,2022,,"['Action', 'Drama', 'Fantasy']",3168.0,,
samaritan girl,0,,,,50.0,samaritan girl,2004,,"['Art House & International', 'Drama', 'Horror']",,,
samba,0,,53.0,,62.0,samba,2015,,"['Drama', 'Comedy']",,4516.0,
same boat,0,,,,64.0,same boat,2020,,"['Comedy', 'Science Fiction & Fantasy', 'Romance']",,,
same kind of different as me,0,,47.0,,40.0,same kind of different as me,2017,,['Drama'],,2819.0,
sami blood,0,,,,96.0,sami blood,2017,,['Drama'],,,
sammy s adventures 2,0,,,,20.0,sammy s adventures 2,2016,,"['Action & Adventure', 'Animation', 'Art House & International', 'Kids & Family']",,,
samourai le,0,,,4.0,,samourai le,1967,,"['Crime', 'Drama', 'Thriller']",,,4964.0
sample this,0,,64.0,,93.0,sample this,2013,,['Documentary'],,436.0,
samrat prithviraj,0,5.7,,,,samrat prithviraj,2022,,"['Action', 'Drama', 'History']",3340.0,,
samsam,0,,,,20.0,samsam,2020,,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']",,,
samsara,0,,65.0,3.8,76.0,samsara,2011,,['Documentary'],,4412.0,7960.0
samson,0,,,,25.0,samson,2018,,"['Action & Adventure', 'Drama']",,,
samson and delilah,0,,,,63.0,samson and delilah,1949,,"['Classics', 'Drama']",,,
samson and delilah,1,,75.0,,,samson and delilah,2010,,"['Drama', 'Romance']",,8843.0,
samurai assassin,0,,,3.0,,samurai assassin,1965,,"['Action', 'Adventure', 'Drama']",,,6086.0
samurai marathon,0,,,,75.0,samurai marathon,2020,,"['Action & Adventure', 'Drama']",,,
samurai rebellion,0,,,3.5,,samurai rebellion,1967,,"['Action', 'Drama']",,,6064.0
san andreas,0,6.1,43.0,1.9,50.0,san andreas,2015,,"['Action', 'Adventure', 'Thriller']",2742.0,4334.0,8834.0
san francisco,0,,,4.0,100.0,san francisco,1936,,"['Drama', 'Musical', 'Romance']",,,5874.0
san suk si gin,0,,,,60.0,san suk si gin,2009,,"['Action & Adventure', 'Art House & International', 'Drama']",,,
sanctum,0,5.9,42.0,,29.0,sanctum,2011,,"['Action', 'Adventure', 'Drama']",1879.0,5970.0,
sand castle,0,,45.0,,47.0,sand castle,2017,,"['Drama', 'War']",,3182.0,
sand dollars,0,,,,94.0,sand dollars,2015,,['Drama'],,,
sand pebbles,0,,,3.5,,sand pebbles,1966,,"['Drama', 'Romance', 'War']",,,3207.0
sand storm,0,,74.0,,,sand storm,2016,,['Drama'],,4301.0,
sandlot,0,,,3.4,,sandlot,1993,,"['Children', 'Comedy', 'Drama']",,,3695.0
sandpiper,0,,,5.0,,sandpiper,1965,,"['Drama', 'Romance']",,,2318.0
sands of iwo jima,0,,,2.5,100.0,sands of iwo jima,1949,,"['Action', 'Drama', 'Romance', 'War']",,,5180.0
sandy wexler,0,,40.0,2.0,27.0,sandy wexler,2017,,['Comedy'],,7475.0,9487.0
sangre de mi,0,,,,79.0,sangre de mi,2007,,"['Art House & International', 'Drama', 'Mystery & Suspense']",,,
sanju,0,7.6,,,,sanju,2018,,"['Biography', 'Comedy', 'Drama']",3221.0,,
sanjuro,0,,,4.2,100.0,sanjuro,1962,,"['Action', 'Adventure', 'Drama']",,,2187.0
sansho the bailiff,0,,,3.5,,sansho the bailiff,1954,,['Drama'],,,5115.0
santa andres,0,,,,88.0,santa andres,2017,,['Drama'],,,
santa buddies,0,,,,20.0,santa buddies,2009,,"['Kids & Family', 'Science Fiction & Fantasy']",,,
santa claus conquers the martians,0,,,,23.0,santa claus conquers the martians,1964,,"['Classics', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']",,,
santa claus is a stinker,0,,,4.0,,santa claus is a stinker,1982,,['Comedy'],,,4211.0
santa claus is comin to town,0,,,,93.0,santa claus is comin to town,1970,,"['Animation', 'Kids & Family', 'Musical & Performing Arts', 'Television']",,,
santa claus the movie,0,,,2.2,20.0,santa claus the movie,1985,,"['Adventure', 'Children', 'Fantasy']",,,1799.0
santa clause,0,,,3.2,,santa clause,1994,,"['Comedy', 'Drama', 'Fantasy']",,,277.0
santa clause 2,0,,,2.3,,santa clause 2,2002,,"['Children', 'Comedy', 'Fantasy', 'Romance']",,,4067.0
santa clause 3 the escape,0,,,2.8,,santa clause 3 the escape,2006,,"['Comedy', 'Fantasy']",,,6323.0
santa fe trail,0,,,,83.0,santa fe trail,1940,,"['Action & Adventure', 'Classics', 'Drama', 'Western', 'Romance']",,,
santa s apprentice,0,,,,80.0,santa s apprentice,2017,,"['Animation', 'Comedy', 'Kids & Family']",,,
santa s little helper,0,,,1.5,,santa s little helper,2015,,['Children'],,,9216.0
santa sangre,0,,,3.5,86.0,santa sangre,1989,,"['Drama', 'Horror', 'Mystery', 'Thriller']",,,3417.0
santoalla,0,,,,85.0,santoalla,2017,,"['Documentary', 'Mystery & Suspense']",,,
sapphire blue,0,,,4.0,,sapphire blue,2014,,"['Adventure', 'Children', 'Fantasy', 'Sci-Fi']",,,9411.0
saraband,0,,,,91.0,saraband,2003,,"['Art House & International', 'Drama', 'Television']",,,
saraband,1,,80.0,,,saraband,2005,,"['Drama', 'Music']",,8324.0,
sarafina,0,,,4.0,60.0,sarafina,1992,,['Drama'],,,2770.0
saragossa manuscript,0,,,4.0,,saragossa manuscript,1965,,"['Adventure', 'Drama', 'Mystery']",,,1982.0
sarah landon and the paranormal hour,0,,,,0.0,sarah landon and the paranormal hour,2007,,"['Kids & Family', 'Mystery & Suspense']",,,
sarah palin you betcha,0,,41.0,,,sarah palin you betcha,2011,,['Documentary'],,190.0,
sarah s key,0,,59.0,,72.0,sarah s key,2011,,['Drama'],,7546.0,
sarah silverman a speck of dust,0,,,,100.0,sarah silverman a speck of dust,2017,,['Comedy'],,,
sarah silverman jesus is magic,0,,63.0,2.0,65.0,sarah silverman jesus is magic,2005,,"['Comedy', 'Music']",,7481.0,6051.0
sassy pants,0,,,,50.0,sassy pants,2012,,['Comedy'],,,
satan hates you,0,,,,33.0,satan hates you,2011,,['Horror'],,,
satan s playground,0,,,,67.0,satan s playground,2006,,['Horror'],,,
satanic,0,,,0.5,,satanic,2016,,['Horror'],,,9327.0
satanic panic,0,,,,62.0,satanic panic,2019,,"['Comedy', 'Horror']",,,
satin rouge,0,,,5.0,,satin rouge,2002,,"['Drama', 'Musical']",,,3932.0
saturday church,0,,72.0,,93.0,saturday church,2018,,"['Drama', 'Fantasy', 'Musical']",,42.0,
saturday night and sunday morning,0,,,,93.0,saturday night and sunday morning,1961,,"['Art House & International', 'Classics', 'Drama']",,,
saturday night fever,0,6.8,77.0,3.3,82.0,saturday night fever,1977,,"['Drama', 'Music']",65.0,5973.0,4022.0
saturday the 14th,0,,,,10.0,saturday the 14th,1981,,"['Comedy', 'Horror']",,,
saturn 3,0,,9.0,3.2,,saturn 3,1980,,"['Adventure', 'Sci-Fi', 'Thriller', 'Horror']",,399.0,2141.0
saturn 3,1,,,,25.0,saturn 3,2017,,"['Action & Adventure', 'Art House & International', 'Mystery & Suspense', 'Science Fiction & Fantasy']",,,
saudate for the future,0,,57.0,,,saudate for the future,2001,,"['Music', 'Documentary']",,328.0,
sausage party,0,6.1,66.0,3.6,82.0,sausage party,2016,,"['Adventure', 'Animation', 'Comedy']",2561.0,5259.0,9280.0
sauvage wild,0,,75.0,,,sauvage wild,2019,,['Drama'],,6536.0,
savage dog,0,,,,69.0,savage dog,2017,,"['Action & Adventure', 'Drama']",,,
savage grace,0,,51.0,,38.0,savage grace,2007,,['Drama'],,6804.0,
savage messiah,0,,,,60.0,savage messiah,1972,,['Drama'],,,
savage nights,0,,,4.0,,savage nights,1992,,['Drama'],,,461.0
savage sam,0,,,,50.0,savage sam,1963,,"['Action & Adventure', 'Classics', 'Drama', 'Kids & Family', 'Western']",,,
savages,0,,,3.5,,savages,2007,,"['Comedy', 'Drama']",,,6619.0
savages,1,6.4,59.0,2.8,50.0,savages,2012,,"['Action', 'Crime', 'Drama']",2502.0,6641.0,7914.0
savannah,0,,25.0,,13.0,savannah,2013,,"['Drama', 'History', 'Family']",,1419.0,
savannah smiles,0,,,2.8,,savannah smiles,1982,,['Comedy'],,,4214.0
save me,0,,,,68.0,save me,2008,,"['Drama', 'Romance']",,,
save the date,0,,,,47.0,save the date,2012,,"['Comedy', 'Drama', 'Romance']",,,
save the green planet,0,,70.0,,,save the green planet,2005,,"['Sci-Fi', 'Drama', 'Thriller', 'Fantasy', 'Comedy']",,4479.0,
save the last dance,0,6.2,53.0,2.8,53.0,save the last dance,2001,,"['Drama', 'Music', 'Romance']",971.0,2089.0,3027.0
save the tiger,0,,,,85.0,save the tiger,1973,,"['Classics', 'Drama']",,,
saved,0,,62.0,3.9,61.0,saved,2004,,"['Drama', 'Comedy']",,2941.0,5156.0
saved by the bell hawaiian style,0,,,2.8,,saved by the bell hawaiian style,1992,,['Comedy'],,,9511.0
saving capitalism,0,,,,100.0,saving capitalism,2017,,['Documentary'],,,
saving christmas,0,,,0.5,,saving christmas,2014,,"['Children', 'Comedy']",,,9039.0
saving face,0,,65.0,5.0,86.0,saving face,2004,,"['Drama', 'Comedy', 'Romance']",,5146.0,5891.0
saving grace,0,,62.0,3.9,,saving grace,2000,,"['Comedy', 'Crime']",,5766.0,2860.0
saving grace,1,,,,63.0,saving grace,2009,,"['Comedy', 'Drama']",,,
saving grace b jones,0,,,,14.0,saving grace b jones,2012,,['Drama'],,,
saving lincoln,0,,21.0,,,saving lincoln,2013,,['Biography'],,1020.0,
saving mr banks,0,7.5,65.0,3.7,79.0,saving mr banks,2013,,"['Biography', 'Comedy', 'Drama']",2745.0,4941.0,8300.0
saving private ryan,0,8.6,91.0,4.1,93.0,saving private ryan,1998,,"['Drama', 'War']",777.0,8115.0,1503.0
saving santa,0,,,5.0,,saving santa,2013,,"['Animation', 'Children', 'Comedy']",,,8801.0
saving santa,1,,,,17.0,saving santa,2017,,"['Animation', 'Kids & Family']",,,
saving shiloh,0,,,,36.0,saving shiloh,2006,,"['Drama', 'Kids & Family']",,,
saving silverman,0,,22.0,2.8,19.0,saving silverman,2001,,"['Comedy', 'Romance', 'Crime']",,725.0,3088.0
saving zoe,0,,,,0.0,saving zoe,2019,,['Drama'],,,
savior,0,,,4.0,,savior,1998,,"['Drama', 'War']",,,1760.0
saw,0,7.6,46.0,3.2,49.0,saw,2003,,"['Horror', 'Mystery', 'Thriller']",1437.0,1088.0,5361.0
saw 3d,0,5.5,24.0,,10.0,saw 3d,2010,,"['Horror', 'Mystery']",2400.0,1430.0,
saw ii,0,6.6,40.0,2.8,37.0,saw ii,2005,,"['Horror', 'Mystery']",1577.0,1514.0,6023.0
saw iii,0,6.2,48.0,3.0,28.0,saw iii,2006,,"['Horror', 'Mystery', 'Thriller']",1746.0,2876.0,6318.0
saw iv,0,5.9,36.0,3.2,19.0,saw iv,2007,,"['Horror', 'Mystery', 'Thriller']",1887.0,2070.0,6588.0
saw v,0,5.8,20.0,3.2,13.0,saw v,2008,,"['Horror', 'Thriller']",2096.0,1030.0,6879.0
saw vi,0,6.0,30.0,3.5,39.0,saw vi,2009,,"['Horror', 'Mystery', 'Thriller']",2211.0,1158.0,7157.0
saw vii 3d the final chapter,0,,,4.5,,saw vii 3d the final chapter,2010,,"['Horror', 'Mystery', 'Thriller']",,,7436.0
sawdust and tinsel,0,,,,100.0,sawdust and tinsel,1953,,"['Art House & International', 'Drama']",,,
