title,release_year,genres,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience
Love the Hard Way,2003,"['Drama', 'Romance', 'Crime']",,7.4,,66.0
"Love, Wedding, Marriage",2011,['Comedy'],,3.1,,28.0
Lovelace,2013,"['Biography', 'Drama']",,6.0,,36.0
Loveless,2017,['Drama'],,8.1,,84.0
Lovely & Amazing,2001,"['Drama', 'Comedy']",,8.3,3.2,
Lovely Molly,2012,"['Drama', 'Thriller', 'Horror']",,6.4,,32.0
"Lovely, Still",2010,"['Drama', 'Romance']",,6.6,,75.0
Lover Come Back,1961,"['Comedy', 'Romance']",,,3.0,77.0
Loverboy,2006,"['Drama', 'Romance']",,5.7,,35.0
Lovesick,2014,"['Comedy', 'Romance']",,,2.0,21.0
Loving,2016,"['Biography', 'Drama', 'History', 'Romance']",,7.3,,76.0
Loving Pablo,2018,"['Action', 'Biography', 'Drama', 'History', 'Mystery', 'Comedy', 'Romance', 'Crime']",,6.1,,35.0
Loving Vincent,2017,"['Biography', 'Drama', 'Crime', 'Animation']",,8.2,5.0,86.0
Low Down,2014,"['Biography', 'Drama', 'Music', 'Family']",,7.0,,50.0
Low Tide,2019,"['Drama', 'Thriller']",,6.4,,65.0
Lower City,2006,['Drama'],,7.3,,57.0
Lowlife,2018,"['Drama', 'Thriller', 'Horror', 'Comedy', 'Crime']",,7.3,,67.0
Lu Over the Wall,2018,"['Adventure', 'Fantasy', 'Comedy', 'Music', 'Animation', 'Family']",,6.7,,66.0
Lucas,1986,"['Drama', 'Comedy', 'Romance']",,8.6,3.3,
Luce,2019,['Drama'],,6.9,,77.0
Luck by Chance,2009,['Drama'],,,4.5,67.0
Lucky Break,2001,"['Comedy', 'Romance', 'Crime']",,4.8,4.0,48.0
Lucky Number Slevin,2006,"['Crime', 'Drama', 'Thriller']",7.7,8.8,3.9,87.0
Lucky Numbers,2000,"['Comedy', 'Crime']",,4.5,,19.0
Lucky Them,2014,['Drama'],,6.4,,58.0
Lucky You,2007,"['Drama', 'Sport', 'Romance']",,6.6,3.0,28.0
Lucy,2014,"['Action', 'Sci-Fi', 'Thriller']",6.4,7.0,2.8,47.0
Lucy in the Sky,2019,"['Sci-Fi', 'Drama']",,2.3,,31.0
Lumumba,2000,"['Biography', 'Drama', 'History', 'War']",,4.7,3.0,83.0
"Lust, Caution",2007,"['Drama', 'Thriller', 'Romance', 'War']",,6.6,3.8,84.0
Lust for Life,1956,['Drama'],,,2.5,81.0
Luther,2003,"['Biography', 'Drama', 'History']",,6.8,4.0,74.0
Lymelife,2008,"['Drama', 'Comedy']",,7.3,,52.0
M,1931,"['Crime', 'Film-Noir', 'Thriller']",,,3.7,95.0
M*A*S*H,1970,"['Comedy', 'Drama', 'War']",7.4,,3.9,83.0
M. Butterfly,1993,"['Drama', 'Romance']",,,3.0,67.0
ma ma,2016,['Drama'],,5.0,,55.0
Ma,2019,"['Horror', 'Mystery', 'Thriller']",5.6,5.5,,64.0
MacArthur,1977,['Drama'],,,4.0,60.0
"Macbeth (a.k.a. Tragedy of Macbeth, The)",1971,['Drama'],,,3.5,73.0
Macbeth,2015,"['Drama', 'History', 'War']",6.6,7.3,2.5,64.0
MacGruber,2010,"['Action', 'Comedy']",,6.3,3.0,35.0
Machete,2010,"['Action', 'Crime', 'Thriller']",6.6,7.1,3.2,63.0
Machete Kills,2013,"['Action', 'Comedy', 'Crime']",5.6,5.9,4.0,35.0
Machine Gun Preacher,2011,"['Action', 'Biography', 'Crime']",6.7,6.7,,62.0
Mackenna's Gold,1969,['Western'],,,3.0,70.0
Mad As Hell,2015,"['Biography', 'Drama', 'History', 'Comedy', 'Documentary']",,5.8,,84.0
Mad City,1997,"['Drama', 'Thriller']",,8.5,2.1,42.0
Mad Detective,2008,"['Action', 'Thriller', 'Crime']",,7.3,,85.0
Mad Dog and Glory,1993,"['Drama', 'Comedy', 'Romance', 'Crime']",,8.7,3.3,45.0
Mad Hot Ballroom,2005,"['Music', 'Family', 'Documentary']",,6.8,3.3,83.0
Mad Love,1995,"['Drama', 'Romance']",,,1.5,49.0
Mad Max,1979,"['Action', 'Adventure', 'Sci-Fi']",6.8,6.9,3.5,70.0
Mad Max Beyond Thunderdome,1985,"['Action', 'Adventure', 'Sci-Fi']",6.2,6.4,3.3,49.0
Mad Max: Fury Road,2015,"['Action', 'Adventure', 'Sci-Fi']",8.1,8.6,3.8,85.0
Mad Money,2008,"['Thriller', 'Comedy', 'Romance', 'Crime']",,6.4,,48.0
Madagascar,2005,"['Adventure', 'Animation', 'Comedy']",6.9,6.8,3.4,70.0
Madagascar 3: Europe's Most Wanted,2012,"['Adventure', 'Animation', 'Comedy']",6.8,6.7,3.4,72.0
Madagascar: Escape 2 Africa,2008,"['Adventure', 'Animation', 'Comedy']",6.6,6.9,3.7,66.0
Madame Bovary,2015,['Drama'],,4.4,,26.0
Made,2001,"['Drama', 'Thriller', 'Comedy', 'Crime']",,8.5,2.7,67.0
Made in America,1993,['Comedy'],,,2.9,30.0
Made in Dagenham,2010,"['Drama', 'History', 'Comedy']",,6.4,2.0,75.0
Made of Honor,2008,"['Comedy', 'Romance']",5.8,5.0,2.9,55.0
Madea Goes to Jail,2009,"['Drama', 'Comedy', 'Crime']",,4.9,,96.0
Madea's Big Happy Family,2011,"['Drama', 'Comedy']",,4.8,,74.0
Madea's Family Reunion,2006,"['Drama', 'Comedy', 'Romance']",,6.7,,94.0
Madea's Witness Protection,2012,['Comedy'],,5.0,,66.0
Madeline,1998,"['Children', 'Comedy']",,,2.5,43.0
Mademoiselle Chambon,2010,"['Drama', 'Romance']",,7.4,,68.0
Madhouse,1990,['Comedy'],,,3.5,45.0
Madonna: Truth or Dare,1991,"['Documentary', 'Musical']",,,3.5,70.0
Maggie,2015,"['Drama', 'Thriller', 'Fantasy', 'Horror']",,6.3,2.0,32.0
Maggie's Plan,2015,"['Drama', 'Comedy', 'Romance']",,6.1,2.0,52.0
Magic in the Moonlight,2014,"['Comedy', 'Drama', 'Romance']",6.5,6.4,3.0,45.0
Magic Mike,2012,"['Comedy', 'Drama']",6.1,6.0,2.7,60.0
Magic Mike XXL,2015,"['Comedy', 'Drama', 'Music']",5.6,5.6,4.0,55.0
Magician: The Astonishing Life and Work of Orson Welles,2014,['Documentary'],,4.6,,73.0
Magnolia,1999,['Drama'],8.0,4.8,3.7,89.0
Magnum Force,1973,"['Action', 'Mystery', 'Thriller', 'Crime']",,7.2,3.7,77.0
Maid in Manhattan,2002,"['Comedy', 'Drama', 'Romance']",5.4,5.6,2.6,43.0
Maiden,2019,"['Sport', 'Documentary']",,7.9,,97.0
Mail Order Wife,2005,['Comedy'],,5.8,,68.0
Major Dundee,1965,"['Adventure', 'War', 'Western']",,,2.0,67.0
Major League,1989,"['Sport', 'Comedy']",,7.0,3.6,84.0
Major League: Back to the Minors,1998,['Comedy'],,,2.4,25.0
Major League II,1994,['Comedy'],,,2.7,45.0
Major Payne,1994,['Comedy'],,,2.9,68.0
Make Believe,2011,['Documentary'],,5.0,,74.0
Make It Funky!,2005,"['Music', 'Documentary']",,4.7,,90.0
Make Your Move,2014,['Musical'],,4.7,,48.0
Malcolm X,1992,"['Biography', 'Drama', 'History']",7.7,8.3,4.2,91.0
Maleficent,2014,"['Adventure', 'Family', 'Fantasy']",6.9,6.8,2.8,70.0
Maleficent: Mistress of Evil,2019,"['Adventure', 'Family', 'Fantasy']",6.6,,,95.0
Malibu's Most Wanted,2003,"['Comedy', 'Crime']",,8.5,2.7,54.0
Malice,1993,['Thriller'],,,3.0,46.0
Mallrats,1995,"['Comedy', 'Romance']",7.0,8.6,3.4,82.0
Malèna,2000,"['Drama', 'Comedy', 'Romance', 'War']",,8.0,3.7,
Mama,2013,"['Fantasy', 'Horror', 'Thriller']",6.2,6.4,,55.0
Mambo italiano,2003,"['Drama', 'Comedy']",,7.7,3.0,66.0
Mamma Mia!,2008,"['Comedy', 'Musical', 'Romance']",6.5,6.9,3.0,66.0
Mamma Mia! Here We Go Again,2018,"['Comedy', 'Musical', 'Romance']",6.6,6.6,4.5,66.0
Mammoth,2009,['Drama'],,5.8,,63.0
Man Bites Dog (C'est arrivé près de chez vous),1992,"['Comedy', 'Crime', 'Drama', 'Thriller']",,,4.5,90.0
Man Down,2016,"['Drama', 'Thriller']",,4.8,,58.0
Man in the Chair,2007,"['Drama', 'Comedy']",,6.5,,68.0
Man of Aran,1934,['Documentary'],,,3.5,75.0
Man of Steel,2013,"['Action', 'Adventure', 'Sci-Fi']",7.1,7.5,3.3,75.0
Man of Tai Chi,2013,"['Action', 'Drama']",,6.7,3.2,50.0
Man of the House,1995,['Comedy'],,,2.9,33.0
Man of the House,2005,"['Action', 'Comedy']",,6.0,3.0,46.0
Man of the Year,2006,"['Drama', 'Thriller', 'Comedy', 'Romance']",,5.1,2.5,45.0
Man on a Ledge,2012,"['Action', 'Crime', 'Thriller']",6.6,6.3,3.2,52.0
Man on Fire,2004,"['Action', 'Crime', 'Drama']",7.7,8.8,3.6,89.0
Man on the Moon,1999,"['Biography', 'Comedy', 'Drama']",7.4,7.0,3.5,79.0
Man on the Train,2002,"['Drama', 'Comedy']",,7.6,3.9,
Man on Wire,2008,"['Crime', 'Documentary']",,8.3,3.7,87.0
Man Push Cart,2006,['Drama'],,7.2,,66.0
Man Up,2015,"['Drama', 'Comedy', 'Romance']",,7.0,3.8,69.0
Management,2009,"['Comedy', 'Romance']",,6.0,,30.0
Manakamana,2014,['Documentary'],,4.9,,61.0
Manchester by the Sea,2016,['Drama'],7.8,8.2,2.9,78.0
Manda Bala (Send a Bullet),2007,['Documentary'],,6.7,,86.0
Mandela: Long Walk to Freedom,2013,"['Biography', 'Drama', 'History']",,5.7,3.8,68.0
Manderlay,2005,['Drama'],,6.9,4.1,75.0
Mandy,2018,"['Action', 'Fantasy', 'Horror']",6.5,6.9,,66.0
Manglehorn,2015,['Drama'],,5.3,,24.0
Manhattan,1979,"['Comedy', 'Drama', 'Romance']",7.8,8.3,4.1,92.0
Manhattan Murder Mystery,1993,"['Comedy', 'Mystery']",,,3.8,84.0
Manhattan Night,2016,"['Drama', 'Mystery', 'Thriller', 'Crime']",,5.0,,52.0
Manhunter,1986,"['Crime', 'Mystery', 'Thriller']",7.2,7.9,3.9,77.0
Maniac,2012,"['Thriller', 'Horror', 'Crime']",,6.8,3.5,44.0
Maniac Cop,1988,"['Action', 'Crime', 'Horror', 'Thriller']",,,3.5,39.0
Manic,2003,['Drama'],,8.6,,79.0
Manifesto,2017,['Drama'],,7.4,,55.0
Manito,2003,"['Drama', 'Family']",,8.2,,73.0
Mannequin,1987,"['Comedy', 'Romance']",,,2.6,55.0
Manny,2015,"['Drama', 'Sport', 'Documentary']",,4.6,,65.0
Mansfield Park,1999,"['Drama', 'Comedy', 'Romance']",,7.2,3.1,77.0
Mansome,2012,['Documentary'],,5.9,,23.0
Manufactured Landscapes,2006,['Documentary'],,6.0,3.8,80.0
Manufacturing Consent: Noam Chomsky and the Media,1992,"['Documentary', 'War']",,,4.2,94.0
"Many Adventures of Winnie the Pooh, The",1977,"['Animation', 'Children', 'Musical']",,,3.5,88.0
Mao's Last Dancer,2010,['Drama'],,5.6,,76.0
Maps to the Stars,2014,"['Drama', 'Comedy']",,5.9,3.5,44.0
Marathon Man,1976,"['Crime', 'Drama', 'Thriller']",7.4,,3.5,81.0
Marauders,2016,['Action'],,,3.5,30.0
March of the Penguins,2005,"['Documentary', 'Family']",7.5,7.8,3.6,81.0
Marci X,2003,"['Comedy', 'Music']",,9.1,,30.0
Marebito (The Stranger from Afar),2005,"['Drama', 'Mystery', 'Fantasy', 'Horror']",,6.4,,50.0
Margaret,2011,['Drama'],,7.9,3.0,48.0
Margin Call,2011,"['Drama', 'Thriller']",7.1,7.2,3.8,74.0
Margot at the Wedding,2007,"['Drama', 'Comedy']",,6.1,3.0,40.0
Maria Bamford: Old Baby,,[],,,1.0,100.0
Maria by Callas,2018,"['Biography', 'Documentary']",,6.1,,70.0
Maria Full of Grace,2004,"['Drama', 'Thriller', 'Crime']",,2.7,3.9,87.0
Marianne & Leonard: Words of Love,2019,"['Music', 'Documentary']",,6.6,,85.0
Marie Antoinette,2006,"['Biography', 'Drama', 'History']",6.5,5.7,3.2,56.0
Marilyn Hotchkiss' Ballroom Dancing & Charm School,2006,"['Drama', 'Comedy', 'Romance', 'Musical']",,7.6,,61.0
Marina Abramovic: The Artist Is Present,2012,"['Biography', 'History', 'Documentary']",,7.7,,88.0
Marion Bridge,2003,['Drama'],,8.4,,62.0
Marjorie Prime,2017,"['Sci-Fi', 'Drama', 'Mystery', 'Comedy']",,7.4,,62.0
Mark Felt: The Man Who Brought Down the White House,2017,"['Biography', 'Drama', 'History', 'Thriller']",,5.7,,40.0
Marked for Death,1990,"['Action', 'Drama']",,,1.9,50.0
Marley,2012,"['Biography', 'Music', 'Documentary']",,8.0,3.5,90.0
Marley & Me,2008,"['Drama', 'Family']",7.0,6.7,3.1,75.0
Marmaduke,2010,"['Comedy', 'Family']",,4.5,,42.0
Marnie,1964,"['Drama', 'Mystery', 'Romance', 'Thriller']",,,3.6,73.0
Marriage Story,2019,"['Drama', 'Romance']",7.9,,,85.0
Married Life,2008,"['Drama', 'Romance', 'Crime']",,7.5,,36.0
Married to the Mob,1988,"['Comedy', 'Romance', 'Crime']",,8.6,3.0,48.0
Mars Attacks!,1996,"['Comedy', 'Sci-Fi']",6.4,6.6,3.1,53.0
Mars Needs Moms,2011,"['Adventure', 'Sci-Fi', 'Comedy', 'Animation', 'Family']",,4.7,3.5,40.0
Marshall,2017,"['Biography', 'Drama']",,6.5,,84.0
Martha Marcy May Marlene,2011,"['Drama', 'Thriller']",,7.0,3.8,71.0
Martian Child,2007,"['Drama', 'Family']",,7.4,,72.0
Martin Lawrence Live: Runteldat,2002,"['Comedy', 'Documentary']",,,5.0,69.0
Marty,1955,"['Drama', 'Romance']",,,3.8,87.0
Marvin's Room,1996,"['Drama', 'Comedy']",,8.3,3.1,63.0
Marwencol,2010,['Documentary'],,7.7,4.2,87.0
Mary and Max,2009,"['Animation', 'Comedy', 'Drama']",,,4.2,92.0
Mary and The Witch's Flower,2018,"['Adventure', 'Fantasy', 'Animation', 'Family']",,7.0,,71.0
Mary Magdalene,2019,['Drama'],,6.4,,47.0
Mary Poppins,1964,"['Children', 'Comedy', 'Fantasy', 'Musical']",,,3.9,86.0
Mary Poppins Returns,2018,"['Adventure', 'Comedy', 'Family']",6.7,6.7,,
Mary Queen of Scots,2018,"['Biography', 'Drama', 'History']",6.3,5.6,,41.0
Mary Reilly,1996,"['Drama', 'Horror', 'Thriller']",,,2.6,40.0
Mary Shelley,2018,"['Biography', 'Drama', 'Romance']",,5.9,,47.0
Mary Shelley's Frankenstein (Frankenstein),1994,"['Drama', 'Horror', 'Sci-Fi']",,,2.9,49.0
Mascots,2016,['Comedy'],,5.0,,36.0
Masked and Anonymous,2003,"['Drama', 'Comedy', 'Music']",,8.2,,45.0
Masquerade,1988,"['Mystery', 'Romance', 'Thriller']",,,1.0,50.0
Master and Commander: The Far Side of the World,2003,"['Action', 'Adventure', 'Drama']",7.5,6.4,3.6,80.0
Master Z: Ip Man Legacy,2019,"['Action', 'Crime']",,6.0,,68.0
Masterminds,2015,"['Biography', 'Comedy', 'Crime']",5.8,5.6,4.0,35.0
Masters of the Universe,1987,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,,2.6,40.0
Match,2015,"['Drama', 'Comedy', 'Music', 'Family']",,6.0,,67.0
Match Point,2005,"['Drama', 'Romance', 'Thriller']",7.6,8.4,3.4,81.0
Matchstick Men,2003,"['Comedy', 'Crime', 'Drama']",7.3,8.8,3.7,74.0
Material Girls,2006,"['Comedy', 'Romance', 'Family']",,4.3,2.0,44.0
Matilda,1996,"['Comedy', 'Family', 'Fantasy']",7.0,8.5,3.3,73.0
Matinee,1992,"['Comedy', 'Drama']",,,3.0,62.0
Matt Shepard Is a Friend of Mine,2015,"['Biography', 'History', 'Documentary']",,7.6,,86.0
Matthew Barney: No Restraint,2006,['Documentary'],,6.8,,55.0
Maudie,2017,"['Biography', 'Drama', 'Romance']",,7.4,,89.0
Maurice,1987,"['Drama', 'Romance']",,8.5,4.0,87.0
Maverick,1994,"['Action', 'Adventure', 'Comedy']",7.0,7.3,3.5,71.0
Max,2002,"['Drama', 'War']",,7.9,2.9,64.0
Max,2015,"['Adventure', 'Family']",,6.1,,70.0
Max Dugan Returns,1983,['Comedy'],,,2.5,69.0
Max Keeble's Big Move,2001,"['Comedy', 'Family']",,7.2,2.5,38.0
Max Payne,2008,"['Action', 'Crime', 'Drama']",5.3,5.2,2.2,29.0
Max Steel,2016,"['Action', 'Adventure', 'Sci-Fi', 'Family']",,2.9,,48.0
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,['Documentary'],,5.3,3.0,
Maximum Overdrive,1986,"['Action', 'Sci-Fi', 'Horror', 'Comedy']",,6.5,1.3,49.0
Maximum Risk,1996,"['Action', 'Adventure', 'Thriller']",,,2.9,34.0
May,2002,"['Drama', 'Thriller', 'Horror', 'Romance']",,1.0,3.3,75.0
Maya the Bee Movie,2015,"['Adventure', 'Comedy', 'Animation', 'Family']",,3.2,,45.0
Maybe Baby,2000,"['Comedy', 'Romance']",,6.5,3.5,
Mayhem,2017,"['Action', 'Horror']",,7.2,1.0,64.0
Mayor of the Sunset Strip,2003,['Documentary'],,,3.5,76.0
Maze Runner: The Death Cure,2018,"['Action', 'Adventure', 'Sci-Fi']",6.2,6.5,3.5,59.0
Maze Runner: The Scorch Trials,2015,"['Action', 'Adventure', 'Sci-Fi']",6.3,6.2,,54.0
McCabe & Mrs. Miller,1971,"['Drama', 'Western']",,,3.8,87.0
McCanick,2014,"['Drama', 'Mystery', 'Thriller', 'Crime']",,2.8,,15.0
McFarland USA,2015,"['Drama', 'Sport']",,7.3,3.5,88.0
McHale's Navy,1997,"['Comedy', 'War']",,,2.1,38.0
McQueen,2018,"['Biography', 'Documentary']",,7.4,,79.0
Me and Earl and the Dying Girl,2015,"['Comedy', 'Drama', 'Romance']",7.7,8.1,3.8,86.0
Me and Orson Welles,2009,['Drama'],,7.4,,61.0
Me and You and Everyone We Know,2005,"['Drama', 'Comedy']",,7.0,3.8,84.0
Me Before You,2016,"['Drama', 'Romance']",7.4,6.7,,73.0
Me Myself I,2000,"['Comedy', 'Romance']",,,3.6,57.0
"Me, Myself & Irene",2000,['Comedy'],6.6,7.3,3.1,57.0
Me Without You,2001,['Drama'],,7.5,2.5,78.0
Mea Maxima Culpa: Silence in the House of God,2012,['Documentary'],,7.8,,90.0
Mean Creek,2004,"['Drama', 'Crime']",,8.1,3.8,82.0
Mean Dreams,2017,['Thriller'],,6.9,,56.0
Mean Girls,2004,['Comedy'],7.1,8.2,3.8,66.0
Mean Machine,2001,"['Drama', 'Sport', 'Comedy']",,7.9,3.0,72.0
Mean Streets,1973,"['Crime', 'Drama', 'Thriller']",7.2,7.9,4.0,84.0
Meantime,1983,"['Comedy', 'Drama']",,,5.0,81.0
Meatballs,1979,['Comedy'],,,3.2,58.0
Mechanic: Resurrection,2016,"['Action', 'Adventure', 'Crime']",5.7,5.3,,40.0
Medicine for Melancholy,2008,"['Drama', 'Romance']",,6.4,,65.0
Medicine Man,1992,"['Adventure', 'Romance']",,,3.1,46.0
Mediterranea,2015,['Drama'],,8.4,,54.0
Meek's Cutoff,2011,['Western'],,6.3,,54.0
Meet Bill,2008,"['Drama', 'Comedy']",,6.6,,44.0
Meet Dave,2008,"['Adventure', 'Sci-Fi', 'Comedy', 'Romance', 'Family']",,5.3,3.5,35.0
Meet Joe Black,1998,"['Drama', 'Fantasy', 'Romance']",7.2,5.4,3.0,81.0
Meet John Doe,1941,"['Comedy', 'Drama']",,,3.9,83.0
Meet Me in Montenegro,2015,"['Drama', 'Comedy', 'Romance']",,8.6,,59.0
Meet Me in St. Louis,1944,['Musical'],,,4.1,87.0
Meet Monica Velour,2011,"['Drama', 'Comedy', 'Romance']",,7.8,,34.0
Meet the Browns,2008,"['Drama', 'Comedy', 'Romance']",,6.1,,90.0
Meet the Fockers,2004,"['Comedy', 'Romance']",6.3,7.0,3.1,58.0
Meet the Parents,2000,"['Comedy', 'Romance']",7.0,8.9,3.4,79.0
Meet the Patels,2015,"['Comedy', 'Romance', 'Documentary']",,8.0,,76.0
Meet the Robinsons,2007,"['Adventure', 'Animation', 'Comedy']",6.8,6.5,3.5,74.0
Meet the Spartans,2008,"['Comedy', 'Fantasy']",2.8,2.8,2.5,25.0
Meet Wally Sparks,1997,['Comedy'],,,2.2,31.0
Meeting Resistance,2007,['Documentary'],,4.9,,47.0
Megamind,2010,"['Action', 'Animation', 'Comedy']",7.3,7.5,3.6,72.0
Megan Leavey,2017,"['Biography', 'Drama', 'War']",,6.6,,82.0
Melancholia,2011,"['Drama', 'Sci-Fi']",7.1,6.6,3.1,67.0
Melinda and Melinda,2004,"['Drama', 'Comedy']",,6.0,3.1,47.0
Memento,2000,"['Mystery', 'Thriller']",8.4,8.9,4.1,94.0
Memoirs of a Geisha,2005,"['Drama', 'Romance']",7.3,6.8,3.6,83.0
Memoirs of an Invisible Man,1992,"['Sci-Fi', 'Thriller', 'Comedy', 'Romance']",,6.1,2.0,32.0
Memories of Murder,2003,"['Crime', 'Drama', 'Mystery']",8.1,,4.7,94.0
Memphis Belle,1990,"['Action', 'Drama', 'War']",,,3.1,79.0
Men at Work,1990,"['Action', 'Comedy']",,,2.8,45.0
Men & Chicken,2015,"['Sci-Fi', 'Drama', 'Mystery', 'Comedy']",,7.6,4.0,
Men in Black,1997,"['Action', 'Adventure', 'Comedy']",7.3,8.7,3.5,79.0
Men in Black II,2002,"['Action', 'Adventure', 'Comedy']",6.2,6.4,,45.0
Men in Black III,2012,"['Action', 'Sci-Fi', 'Comedy']",,6.9,,70.0
Men in Black: International,2019,"['Action', 'Adventure', 'Comedy']",5.6,4.2,,66.0
Men of Honor,2000,"['Biography', 'Drama']",7.2,7.8,3.4,81.0
Men with Brooms,2002,"['Comedy', 'Drama', 'Romance']",,,4.0,67.0
"Men, Women & Children",2014,"['Drama', 'Comedy']",,6.2,2.0,44.0
Menace II Society,1993,"['Crime', 'Drama', 'Thriller']",7.5,8.6,3.7,93.0
Menashe,2017,['Drama'],,6.4,,65.0
Mental,2012,"['Drama', 'Comedy']",,5.1,2.0,55.0
Merchants of Doubt,2015,['Documentary'],,8.2,,78.0
Mercury Rising,1998,"['Action', 'Crime', 'Drama']",6.1,6.1,3.0,40.0
Merlin,1998,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",,,3.0,73.0
Mermaids,1990,"['Drama', 'Comedy', 'Romance']",,9.2,3.2,70.0
Meru,2015,"['Action', 'Adventure', 'Sport', 'Documentary']",,8.4,,91.0
Mesrine: Killer Instinct,2010,"['Action', 'Biography', 'Drama', 'Thriller', 'Crime']",,8.2,,84.0
Message in a Bottle,1999,"['Drama', 'Romance']",,6.7,2.9,66.0
Metal: A Headbanger's Journey,2005,"['Music', 'Documentary']",,8.1,4.0,
Metallica: Some Kind of Monster,2004,"['Music', 'Documentary']",,8.7,3.2,83.0
Metallica: Through the Never,2013,"['Action', 'Music', 'Musical']",,8.1,,73.0
Meteor,1979,['Sci-Fi'],,,1.8,12.0
Metro,1997,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",,,2.7,27.0
Metropia,2009,"['Animation', 'Sci-Fi']",,,2.5,56.0
Metropolis,1927,"['Drama', 'Sci-Fi']",,,3.9,92.0
Metropolis,2001,"['Action', 'Adventure', 'Sci-Fi', 'Drama', 'Thriller', 'Romance', 'Crime', 'Animation']",,7.3,4.0,
Metropolitan,1990,['Comedy'],,,3.6,85.0
MI-5,2015,"['Action', 'Drama', 'Thriller']",,6.4,,50.0
Mia Madre,2016,['Drama'],,6.1,,60.0
Miami Blues,1990,"['Comedy', 'Crime', 'Drama']",,,4.0,55.0
Miami Rhapsody,1995,['Comedy'],,,1.5,26.0
Miami Vice,2006,"['Action', 'Crime', 'Drama']",6.0,5.5,2.8,43.0
Michael,1996,"['Drama', 'Fantasy', 'Comedy', 'Romance']",,8.6,2.5,45.0
Michael,2012,['Drama'],,6.9,,67.0
Michael Clayton,2007,"['Crime', 'Drama', 'Mystery']",7.2,7.7,3.9,69.0
Michael Collins,1996,"['Biography', 'Drama', 'Thriller', 'War']",,7.5,3.3,84.0
Michael Jordan to the Max,2000,"['Sport', 'Documentary']",,8.2,3.5,81.0
Mickey Blue Eyes,1999,"['Comedy', 'Romance', 'Crime']",,8.6,3.0,42.0
Micmacs,2009,"['Comedy', 'Crime']",,7.5,3.8,74.0
Microcosmos (Microcosmos: Le peuple de l'herbe),1996,['Documentary'],,,4.1,91.0
Mid90s,2018,"['Comedy', 'Drama']",7.3,7.5,,80.0
Middle Men,2009,"['Drama', 'Comedy', 'Crime']",,8.7,3.2,56.0
Middle of Nowhere,2012,['Drama'],,7.9,,64.0
Middle School: The Worst Years of My Life,2016,"['Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",,6.3,,58.0
Midnight Cowboy,1969,['Drama'],,8.6,4.0,88.0
Midnight Express,1978,"['Biography', 'Crime', 'Drama']",7.5,8.3,4.0,89.0
Midnight in Paris,2011,"['Comedy', 'Fantasy', 'Romance']",7.6,8.0,3.6,83.0
Midnight in the Garden of Good and Evil,1997,"['Drama', 'Mystery', 'Thriller', 'Crime']",,6.5,3.1,65.0
Midnight Run,1988,"['Action', 'Comedy', 'Crime']",7.5,8.8,3.6,87.0
Midnight's Children,2013,['Drama'],,5.4,,39.0
Midnight Special,2015,"['Adventure', 'Sci-Fi', 'Drama', 'Thriller']",,6.8,2.4,67.0
Midnight Sun,2018,"['Drama', 'Romance']",,4.9,,55.0
Midsommar,2019,"['Drama', 'Horror', 'Mystery']",7.1,6.4,,63.0
Midway,1976,"['Drama', 'War']",,,3.3,72.0
Mighty Aphrodite,1995,"['Fantasy', 'Comedy', 'Romance']",,8.6,3.5,
Mighty Fine,2012,"['Drama', 'Comedy']",,4.2,,49.0
Mighty Joe Young,1949,"['Adventure', 'Children', 'Drama']",,,2.8,63.0
Mighty Joe Young,1998,"['Action', 'Adventure', 'Thriller', 'Fantasy', 'Family']",,8.8,2.8,40.0
Mike and Dave Need Wedding Dates,2016,"['Comedy', 'Romance']",6.0,6.0,,51.0
Milarepa,2007,"['Action', 'Adventure', 'Biography', 'Drama']",,5.2,,61.0
Mildred Pierce,1945,"['Drama', 'Film-Noir']",,,4.0,90.0
Mile 22,2018,"['Action', 'Thriller']",6.1,5.1,,44.0
Miles Ahead,2016,"['Biography', 'Drama', 'Romance', 'Music']",,6.3,,57.0
Miles Davis: Birth of the Cool,2019,"['Music', 'Documentary']",,7.6,,81.0
Milk,2008,"['Biography', 'Drama', 'History']",7.5,7.6,3.5,89.0
Milk Money,1994,"['Comedy', 'Romance']",,,3.2,37.0
Millennium Actress (Sennen joyû),2001,"['Animation', 'Drama', 'Romance']",,,3.8,90.0
Miller's Crossing,1990,"['Crime', 'Drama', 'Thriller']",7.7,8.7,4.2,90.0
Million Dollar Arm,2014,"['Biography', 'Drama', 'Sport']",,7.1,3.0,68.0
Million Dollar Baby,2004,"['Drama', 'Sport']",8.1,7.5,3.8,90.0
Millions,2004,"['Drama', 'Comedy', 'Crime', 'Family']",,8.4,3.5,78.0
Mimic,1997,"['Horror', 'Sci-Fi']",6.0,8.5,2.5,
Mind Game,2004,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",,,4.2,93.0
Mindhunters,2004,"['Crime', 'Horror', 'Thriller']",6.3,8.2,2.7,57.0
Mine,2017,"['Thriller', 'War']",,5.7,,45.0
