norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,release_year,genres_any
kikujirô no natsu,1,,8.6,,,Kikujirô no natsu,2000,"['Drama', 'Comedy']"
kilimanjaro to the roof of africa,1,,,,39.0,Kilimanjaro: To The Roof of Africa,2002,"['Documentary', 'Special Interest']"
kill,1,,,3.0,,Kill! (Kiru),1968,"['Action', 'Comedy', 'Drama']"
kill bill vol 1,1,8.2,8.7,4.0,,Kill Bill: Vol. 1,2003,"['Action', 'Crime', 'Thriller']"
kill bill vol 2,1,8.0,8.2,3.9,,Kill Bill: Vol. 2,2004,"['Action', 'Crime', 'Thriller']"
kill bill volume 1,1,,,,81.0,Kill Bill: Volume 1,2003,"['Action & Adventure', 'Mystery & Suspense']"
kill bill volume 2,1,,,,89.0,Kill Bill: Volume 2,2004,"['Action & Adventure', 'Comedy', 'Drama']"
kill command,1,,,2.5,45.0,Kill Command,2016,"['Action', 'Horror', 'Sci-Fi']"
kill list,1,,6.5,4.5,,Kill List,2011,"['Thriller', 'Horror']"
kill list,2,,,,58.0,Kill List,,"['Horror', 'Mystery & Suspense']"
kill me later,1,,6.4,,,Kill Me Later,2001,"['Drama', 'Thriller', 'Romance', 'Crime']"
kill me three times,1,,4.8,3.0,30.0,Kill Me Three Times,2014,"['Action', 'Thriller']"
kill order,1,,,,45.0,Kill Order,2018,"['Action & Adventure', 'Science Fiction & Fantasy']"
kill ratio,1,,,,18.0,Kill Ratio,2016,"['Action & Adventure', 'Drama']"
kill switch,1,,3.9,,20.0,Kill Switch,2017,['Sci-Fi']
kill the irishman,1,7.0,6.7,4.0,67.0,Kill the Irishman,2011,"['Biography', 'Crime', 'Drama']"
kill the messenger,1,,7.2,3.0,69.0,Kill the Messenger,2014,"['Biography', 'Drama', 'Mystery', 'Thriller', 'Crime']"
kill the monsters,1,,,,100.0,Kill the Monsters,,"['Comedy', 'Drama', 'Gay & Lesbian']"
kill the poor,1,,5.2,,33.0,Kill the Poor,2006,['Drama']
kill your darlings,1,,6.8,,60.0,Kill Your Darlings,2013,"['Biography', 'Drama', 'Thriller', 'Romance']"
kill your friends,1,,5.8,,33.0,Kill Your Friends,2016,"['Thriller', 'Comedy', 'Crime']"
kill zone 2,1,,6.4,,64.0,Kill Zone 2,2016,"['Action', 'Thriller', 'Crime']"
killer,1,,,4.0,,"Killer, The (Die xue shuang xiong)",1989,"['Action', 'Crime', 'Drama', 'Thriller']"
killer bees,1,,,,80.0,Killer Bees,2018,['Documentary']
killer elite,1,6.4,5.8,2.8,42.0,Killer Elite,2011,"['Action', 'Crime', 'Thriller']"
killer joe,1,6.7,6.7,4.5,61.0,Killer Joe,2011,"['Crime', 'Drama', 'Thriller']"
killer kate,1,,,,57.0,Killer Kate!,2018,['Horror']
killer klowns from outer space,1,,,2.0,59.0,Killer Klowns from Outer Space,1988,"['Comedy', 'Horror', 'Sci-Fi']"
killer me,1,,,,50.0,Killer Me,2001,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']"
killer movie,1,,,4.5,,Killer Movie,2008,"['Comedy', 'Horror', 'Mystery', 'Thriller']"
killer of sheep,1,,6.9,,,Killer of Sheep,2007,['Drama']
killer s kiss,1,,,3.0,58.0,Killer's Kiss,1955,"['Crime', 'Film-Noir']"
killer shrews,1,,,0.5,,"Killer Shrews, The",1959,"['Horror', 'Sci-Fi']"
killerman,1,,4.2,,63.0,Killerman,2019,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
killers,1,,,4.0,,"Killers, The",1946,"['Crime', 'Film-Noir']"
killers,2,5.4,3.8,2.2,41.0,Killers,2010,"['Action', 'Comedy', 'Romance']"
killers,3,,,,65.0,Killers,2015,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
killers anonymous,1,,,,17.0,Killers Anonymous,2019,"['Action & Adventure', 'Mystery & Suspense']"
killers of the flower moon,1,8.0,,,,Killers of the Flower Moon,2023,"['Crime', 'Drama', 'History']"
killing,1,,,4.1,,"Killing, The",1956,"['Crime', 'Film-Noir']"
killing bono,1,,5.5,,47.0,Killing Bono,2011,['Comedy']
killing fields,1,,,4.0,,"Killing Fields, The",1984,"['Drama', 'War']"
killing for love,1,,,,77.0,Killing for Love (Das Versprechen),2017,"['Art House & International', 'Documentary']"
killing ground,1,,5.1,,45.0,Killing Ground,2017,"['Thriller', 'Horror']"
killing gunther,1,,5.3,,28.0,Killing Gunther,2017,"['Action', 'Comedy']"
killing jesus,1,,,,29.0,Killing Jesus,,['Documentary']
killing kennedy,1,,,,42.0,Killing Kennedy,,['Drama']
killing me softly,1,,,4.0,41.0,Killing Me Softly,2002,"['Drama', 'Mystery', 'Romance', 'Thriller']"
killing season,1,,5.1,,29.0,Killing Season,2013,"['Action', 'Drama', 'Thriller', 'War']"
killing them safely,1,,6.0,,53.0,Killing Them Safely,2015,"['Drama', 'Documentary']"
killing them softly,1,6.2,6.1,3.1,44.0,Killing Them Softly,2012,"['Crime', 'Drama', 'Thriller']"
killing zoe,1,,,3.6,64.0,Killing Zoe,1994,"['Crime', 'Drama', 'Thriller']"
killshot,1,,,2.5,28.0,Killshot,2008,"['Action', 'Crime', 'Drama', 'Thriller']"
kim,1,,,,57.0,Kim,1951,"['Action & Adventure', 'Classics', 'Drama', 'Kids & Family']"
kin,1,,5.1,,,Kin,2018,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Fantasy', 'Crime', 'Family']"
kin,2,,,,54.0,Kin,,"['Action & Adventure', 'Science Fiction & Fantasy']"
kin dza,1,,,3.8,,Kin-Dza-Dza!,1986,"['Comedy', 'Drama', 'Sci-Fi']"
kind hearts and coronets,1,,,3.3,94.0,Kind Hearts and Coronets,1949,"['Comedy', 'Drama']"
kindergarten cop,1,6.2,8.5,2.9,52.0,Kindergarten Cop,1990,"['Action', 'Comedy', 'Crime']"
kindergarten cop 2,1,,,1.5,24.0,Kindergarten Cop 2,2016,"['Action', 'Comedy']"
kindred,1,,,1.0,,"Kindred, The",1986,"['Horror', 'Sci-Fi']"
king and country,1,,,,78.0,King and Country,1965,['Drama']
king and i,1,,,4.2,,"King and I, The",1956,"['Drama', 'Musical', 'Romance']"
king and i,2,,,3.0,,"King and I, The",1999,"['Animation', 'Children']"
king arthur,1,6.3,7.7,3.0,59.0,King Arthur,2004,"['Action', 'Adventure', 'Drama']"
king arthur legend of the sword,1,6.7,7.2,,69.0,King Arthur: Legend of the Sword,2017,"['Action', 'Adventure', 'Drama']"
king charles iii on masterpiece,1,,,,45.0,King Charles III on Masterpiece,2017,['Drama']
king cobra,1,,5.8,,32.0,King Cobra,2016,"['Drama', 'Crime']"
king corn,1,,7.4,,78.0,King Corn,2007,['Documentary']
king creole,1,,,,83.0,King Creole,1958,"['Classics', 'Drama', 'Musical & Performing Arts']"
king david,1,,,,42.0,King David,1985,"['Art House & International', 'Classics', 'Drama']"
king georges,1,,,,55.0,King Georges,2016,['Documentary']
king in new york a,1,,,4.0,,"King in New York, A",1957,"['Comedy', 'Drama']"
king in the wilderness,1,,,,95.0,King In The Wilderness,2018,['Documentary']
king jack,1,,6.3,,72.0,King Jack,2016,"['Adventure', 'Drama']"
king kong,1,,,3.6,86.0,King Kong,1933,"['Action', 'Adventure', 'Fantasy', 'Horror']"
king kong,2,,,2.7,31.0,King Kong,1976,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']"
king kong,3,7.2,7.4,3.4,50.0,King Kong,2005,"['Action', 'Adventure', 'Romance']"
king kong,4,,8.8,,,King Kong,,"['Adventure', 'Sci-Fi', 'Horror']"
king kong lives,1,,,2.0,,King Kong Lives,1986,"['Adventure', 'Sci-Fi']"
king kong vs godzilla,1,,,2.5,,King Kong vs. Godzilla (Kingukongu tai Gojira),1962,"['Action', 'Sci-Fi']"
king leopold s ghost,1,,7.1,,,King Leopold's Ghost,2006,['Documentary']
king of california,1,,6.7,3.0,64.0,King of California,2007,"['Drama', 'Comedy']"
king of comedy,1,,,4.1,,"King of Comedy, The",1983,"['Comedy', 'Drama']"
king of comedy,2,,,4.0,,King of Comedy (Hei kek ji wong),1999,"['Comedy', 'Drama', 'Romance']"
king of devil s island,1,,,,88.0,King of Devil's Island,2011,"['Action & Adventure', 'Art House & International', 'Drama']"
king of hearts,1,,,5.0,88.0,King of Hearts,1966,"['Comedy', 'Drama', 'War']"
king of kings,1,,,3.0,77.0,King of Kings,1961,['Drama']
king of kong,1,,,3.9,,"King of Kong, The",2007,['Documentary']
king of masks,1,,,4.0,,"King of Masks, The (Bian Lian)",1996,['Drama']
king of new york,1,,,3.9,77.0,King of New York,1990,"['Crime', 'Thriller']"
king of the ants,1,,,,0.0,King of the Ants,,"['Action & Adventure', 'Drama', 'Romance']"
king of the corner,1,,5.5,,,King of the Corner,2005,"['Drama', 'Comedy']"
king of the gypsies,1,,,,66.0,King of the Gypsies,1978,['Drama']
king of thieves,1,,6.6,,27.0,King of Thieves,2019,"['Drama', 'Crime']"
king ralph,1,,,1.5,27.0,King Ralph,1991,['Comedy']
king richard,1,7.5,,,,King Richard,2021,"['Biography', 'Drama', 'Sport']"
king s ransom,1,,1.4,2.5,32.0,King's Ransom,2005,"['Comedy', 'Crime']"
king s speech,1,,,4.0,,"King's Speech, The",2010,['Drama']
king solomon s mines,1,,,2.5,,King Solomon's Mines,1937,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']"
king solomon s mines,2,,,3.0,59.0,King Solomon's Mines,1950,"['Action', 'Adventure', 'Romance']"
king solomon s mines,3,,,2.5,,King Solomon's Mines,1985,"['Adventure', 'Comedy']"
kingdom,1,,,3.8,,"Kingdom, The",2007,"['Action', 'Drama', 'Thriller']"
kingdom come,1,,,,72.0,Kingdom Come,2001,"['Comedy', 'Drama']"
kingdom of heaven,1,7.2,8.1,3.5,72.0,Kingdom of Heaven,2005,"['Action', 'Adventure', 'Drama']"
kingdom of us,1,,,,82.0,Kingdom of Us,2017,['Documentary']
kingpin,1,6.9,8.6,3.4,69.0,Kingpin,1996,"['Comedy', 'Sport']"
kings,1,,3.3,,35.0,Kings,2018,"['Drama', 'Thriller', 'Romance', 'Crime']"
kings of pastry,1,,,,69.0,Kings of Pastry,2010,"['Documentary', 'Special Interest']"
kings of summer,1,,,3.5,,"Kings of Summer, The",2013,['Comedy']
kings of the evening,1,,,,57.0,Kings of the Evening,2010,['Drama']
kings queen,1,,8.0,,,Kings & Queen,2005,"['Drama', 'Comedy']"
kings row,1,,,,76.0,Kings Row,1942,"['Classics', 'Drama', 'Mystery & Suspense', 'Romance']"
kingsglaive final fantasy xv,1,,8.6,3.5,68.0,Kingsglaive: Final Fantasy XV,2016,"['Action', 'Adventure', 'Sci-Fi', 'Drama', 'Fantasy', 'Animation']"
kingsman the golden circle,1,6.7,6.5,3.1,64.0,Kingsman: The Golden Circle,2017,"['Action', 'Adventure', 'Comedy']"
kingsman the secret service,1,7.7,8.1,4.0,84.0,Kingsman: The Secret Service,2014,"['Action', 'Adventure', 'Comedy']"
kink,1,,,,52.0,Kink,2014,"['Documentary', 'Special Interest']"
kinky boots,1,,6.9,3.8,74.0,Kinky Boots,2005,"['Drama', 'Comedy', 'Music']"
kinsey,1,7.1,5.6,3.1,75.0,Kinsey,2004,"['Biography', 'Drama', 'Romance']"
kinyarwanda,1,,,,78.0,Kinyarwanda,2011,"['Drama', 'Romance']"
kirikou and the sorceress,1,,,4.0,,Kirikou and the Sorceress (Kirikou et la sorcière),1998,"['Adventure', 'Animation', 'Children', 'Fantasy']"
kirk cameron s saving christmas,1,,1.3,,30.0,Kirk Cameron's Saving Christmas,2014,"['Comedy', 'Family']"
kiss bang,1,7.5,8.7,4.1,87.0,Kiss Kiss Bang Bang,2005,"['Comedy', 'Crime', 'Mystery']"
kiss me again,1,,,,44.0,Kiss Me Again,,"['Comedy', 'Drama']"
kiss me deadly,1,,,4.0,,Kiss Me Deadly,1955,['Film-Noir']
kiss me goodbye,1,,,3.5,,Kiss Me Goodbye,1982,['Comedy']
kiss me guido,1,,,3.0,,"Kiss Me, Guido",1997,['Comedy']
kiss me kate,1,,,3.5,67.0,Kiss Me Kate,1953,"['Comedy', 'Musical', 'Romance']"
kiss me kismet,1,,,2.5,,Kiss me Kismet,2006,"['Comedy', 'Romance']"
kiss me stupid,1,,,3.5,66.0,"Kiss Me, Stupid",1964,['Comedy']
kiss of death,1,,,,76.0,Kiss of Death,1947,"['Classics', 'Drama', 'Mystery & Suspense']"
kiss of death,2,,,3.2,,Kiss of Death,1995,"['Crime', 'Drama', 'Thriller']"
kiss of the damned,1,,5.1,,38.0,Kiss of the Damned,2013,['Horror']
kiss of the dragon,1,6.6,8.2,3.8,68.0,Kiss of the Dragon,2001,"['Action', 'Crime', 'Thriller']"
kiss of the spider woman,1,,,3.9,81.0,Kiss of the Spider Woman,1985,['Drama']
kiss of the spider woman,2,,8.3,,,Kiss of the Spider Woman (re-release),2001,['Drama']
kiss of the vampire,1,,,,62.0,Kiss of the Vampire,1963,"['Classics', 'Drama', 'Horror']"
kiss the bride,1,,,,41.0,Kiss the Bride,2002,"['Comedy', 'Drama']"
kiss the bride,2,,,,45.0,Kiss the Bride,2008,"['Comedy', 'Romance', 'Gay & Lesbian']"
kiss the girls,1,6.6,2.9,3.1,62.0,Kiss the Girls,1997,"['Crime', 'Drama', 'Mystery']"
kiss the water,1,,,,53.0,Kiss the Water,,"['Documentary', 'Special Interest']"
kissed,1,,,2.5,,Kissed,1996,"['Drama', 'Romance']"
kisses,1,,6.9,,,Kisses,2010,['Drama']
kisses and caroms,1,,,,22.0,Kisses and Caroms,2006,['Comedy']
kissing jessica stein,1,,,3.4,65.0,Kissing Jessica Stein,2001,"['Comedy', 'Romance']"
kit kittredge an american girl,1,,8.0,3.0,69.0,Kit Kittredge: An American Girl,2008,"['Drama', 'Family']"
kitchen stories,1,,,3.7,86.0,Kitchen Stories (Salmer fra kjøkkenet),2003,"['Comedy', 'Drama']"
kite,1,,2.7,1.5,18.0,Kite,2014,"['Action', 'Drama']"
kite runner,1,,,3.3,,"Kite Runner, The",2007,['Drama']
kites,1,,7.6,,53.0,Kites,2010,"['Action', 'Thriller', 'Romance']"
kitty foyle,1,,,,72.0,Kitty Foyle,1940,"['Classics', 'Drama', 'Romance']"
kizumonogatari ii passionate blood,1,,,4.0,,Kizumonogatari II: Passionate Blood,2016,"['Animation', 'Fantasy', 'Mystery']"
kizumonogatari iii cold blood,1,,,4.5,,Kizumonogatari III: Cold Blood,2017,"['Animation', 'Fantasy', 'Mystery']"
kizumonogatari part 1 tekketsu,1,,,4.0,,Kizumonogatari Part 1: Tekketsu,2016,"['Action', 'Animation', 'Mystery']"
klaus,1,8.2,,,97.0,Klaus,2019,"['Adventure', 'Animation', 'Comedy']"
klitschko,1,,6.3,,84.0,Klitschko,2011,"['Biography', 'Sport', 'Documentary']"
klovn the movie,1,,,,68.0,Klovn: The Movie (Klown),2012,['Comedy']
klown,1,,7.4,,,Klown,2012,['Comedy']
klown forever,1,,,,47.0,Klown Forever (Klovn Forever),2016,"['Art House & International', 'Comedy', 'Drama']"
klute,1,,,4.1,80.0,Klute,1971,"['Drama', 'Mystery']"
knafayim shvurot,1,,8.6,,,Knafayim Shvurot,2004,['Drama']
knife fight,1,,6.0,,26.0,Knife Fight,2013,['Drama']
knife heart,1,,6.6,,,Knife + Heart,2019,"['Drama', 'Thriller', 'Horror', 'Romance']"
knife in the water,1,,,3.8,85.0,Knife in the Water (Nóz w wodzie),1962,['Drama']
knight and day,1,6.3,6.4,3.4,,Knight and Day,2010,"['Action', 'Adventure', 'Comedy']"
knight day,1,,,,49.0,Knight & Day,2010,"['Action & Adventure', 'Comedy']"
knight of cups,1,,6.5,,37.0,Knight of Cups,2016,"['Drama', 'Romance']"
knight s tale a,1,,,3.3,,"Knight's Tale, A",2001,"['Action', 'Comedy', 'Romance']"
knightriders,1,,,,61.0,Knightriders,1981,"['Action & Adventure', 'Drama']"
knights of badassdom,1,,,2.2,37.0,Knights of Badassdom,2013,"['Adventure', 'Comedy', 'Fantasy']"
knights of the round table,1,,,,43.0,Knights of the Round Table,1954,"['Action & Adventure', 'Classics', 'Drama']"
knives and skin,1,,,,34.0,Knives and Skin,2019,['Drama']
knives out,1,7.9,,,92.0,Knives Out,2019,"['Comedy', 'Crime', 'Drama']"
knock,1,4.9,7.4,1.5,20.0,Knock Knock,2015,"['Crime', 'Thriller']"
knock at the cabin,1,6.1,,,,Knock at the Cabin,2023,"['Horror', 'Mystery', 'Thriller']"
knock down the house,1,,0.9,,20.0,Knock Down the House,2019,['Documentary']
knock off,1,,5.5,5.0,25.0,Knock Off,1998,"['Action', 'Thriller']"
knockaround guys,1,,1.4,2.5,51.0,Knockaround Guys,2002,"['Drama', 'Thriller', 'Comedy', 'Crime']"
knocked up,1,6.9,6.7,3.7,83.0,Knocked Up,2007,"['Comedy', 'Romance']"
knockin on heaven s door,1,,,4.2,,Knockin' on Heaven's Door,1997,"['Action', 'Comedy', 'Crime', 'Drama']"
knot,1,,,1.5,,"Knot, The",2012,"['Comedy', 'Romance']"
know how,1,,,,67.0,Know How,2015,"['Drama', 'Musical & Performing Arts']"
know your mushrooms,1,,,,54.0,Know Your Mushrooms,2008,"['Art House & International', 'Documentary', 'Special Interest']"
knowing,1,6.2,6.0,2.8,42.0,Knowing,2009,"['Action', 'Mystery', 'Sci-Fi']"
knuckle,1,,7.5,,67.0,Knuckle,2011,"['Biography', 'Drama', 'Documentary']"
knuckleball,1,,7.3,,,Knuckleball!,2012,['Documentary']
knuckleball,2,,,,84.0,Knuckleball!,,"['Documentary', 'Sports & Fitness']"
knucklehead,1,,,,35.0,Knucklehead,2010,"['Comedy', 'Drama']"
knute rockne all american,1,,,,61.0,Knute Rockne---All American,1940,"['Classics', 'Drama']"
koch,1,,7.1,,76.0,Koch,2013,"['Biography', 'History', 'Documentary']"
kodachrome,1,,7.5,,,Kodachrome,2018,['Drama']
kodachrome,2,,,,69.0,Kodachrome,,['Drama']
koi mil gaya,1,,,,76.0,Koi... Mil Gaya (I Found Someone),2003,"['Art House & International', 'Drama', 'Science Fiction & Fantasy']"
kolobos,1,,,,62.0,Kolobos,1999,['Horror']
kolya,1,,,4.4,92.0,Kolya (Kolja),1996,"['Comedy', 'Drama']"
kon tiki,1,7.1,7.4,,77.0,Kon-Tiki,2012,"['Action', 'Adventure', 'Biography']"
kong skull island,1,6.7,6.6,3.1,69.0,Kong: Skull Island,2017,"['Action', 'Adventure', 'Fantasy']"
korengal,1,,6.8,,64.0,Korengal,2014,"['History', 'War', 'Documentary', 'News']"
korkoro,1,,,,68.0,Korkoro,2011,"['Art House & International', 'Drama']"
koyaanisqatsi,1,,,3.9,,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),1983,['Documentary']
koyaanisqatsi life out of balance,1,,,,91.0,Koyaanisqatsi - Life Out of Balance,1983,"['Documentary', 'Special Interest']"
krabat,1,,,2.0,,Krabat,2008,"['Drama', 'Fantasy']"
kramer vs,1,7.8,8.5,3.9,89.0,Kramer vs. Kramer,1979,['Drama']
krampus,1,6.2,7.5,3.5,51.0,Krampus,2015,"['Comedy', 'Drama', 'Fantasy']"
krays,1,,,3.5,,"Krays, The",1990,['Drama']
krippendorf s tribe,1,,,2.6,24.0,Krippendorf's Tribe,1998,['Comedy']
kris,1,,,,40.0,Kris (Crisis),1946,"['Art House & International', 'Drama']"
krisha,1,,8.1,,,Krisha,2016,"['Drama', 'Comedy', 'Family']"
kronk s new groove,1,,,,43.0,Kronk's New Groove,2005,"['Animation', 'Kids & Family']"
krrish,1,,,,72.0,Krrish,2006,"['Action & Adventure', 'Art House & International', 'Drama']"
krrish 3,1,,,,52.0,Krrish 3,2013,"['Action & Adventure', 'Art House & International', 'Science Fiction & Fantasy', 'Romance']"
krull,1,,,2.9,51.0,Krull,1983,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
krush groove,1,,,,81.0,Krush Groove,1985,"['Drama', 'Musical & Performing Arts']"
krystal,1,,5.8,,44.0,Krystal,2018,"['Drama', 'Comedy']"
kubo and the two strings,1,7.7,8.1,4.0,86.0,Kubo and the Two Strings,2016,"['Action', 'Adventure', 'Animation']"
kuffs,1,,,2.5,,Kuffs,1992,"['Action', 'Comedy', 'Crime']"
kuffs,2,,,,48.0,Kuffs,,"['Action & Adventure', 'Comedy']"
kull the conqueror,1,,,2.3,24.0,Kull the Conqueror,1997,"['Action', 'Adventure']"
kumaré,1,,7.2,,82.0,Kumaré,2012,['Documentary']
kumiko the treasure hunter,1,,6.8,,62.0,"Kumiko, The Treasure Hunter",2015,['Drama']
kundo age of the rampant,1,,7.1,,68.0,Kundo: Age of the Rampant,2014,"['Action', 'Drama']"
kundun,1,,7.5,3.2,,Kundun,1997,"['Biography', 'Drama', 'History', 'War']"
kung fu hustle,1,7.7,8.7,3.6,89.0,Kung Fu Hustle,2004,"['Action', 'Comedy', 'Fantasy']"
kung fu killer,1,,6.9,,57.0,Kung Fu Killer,2015,"['Action', 'Thriller']"
kung fu panda,1,7.6,8.3,3.4,83.0,Kung Fu Panda,2008,"['Action', 'Adventure', 'Animation']"
kung fu panda 2,1,7.2,7.7,3.3,74.0,Kung Fu Panda 2,2011,"['Action', 'Adventure', 'Animation']"
kung fu panda 3,1,7.1,7.4,3.4,78.0,Kung Fu Panda 3,2016,"['Action', 'Adventure', 'Animation']"
kung fu panda secrets of the furious five,1,,,2.9,,Kung Fu Panda: Secrets of the Furious Five,2008,"['Action', 'Animation', 'Children', 'Comedy']"
kung fu panda secrets of the masters,1,,,5.0,,Kung Fu Panda: Secrets of the Masters,2011,"['Animation', 'Children']"
kung fu yoga,1,,4.5,,24.0,Kung Fu Yoga,2017,"['Action', 'Adventure', 'Mystery', 'Comedy']"
kung fury,1,,,3.7,,Kung Fury,2015,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']"
kung pow enter the fist,1,,8.6,3.2,,Kung Pow: Enter the Fist,2002,"['Action', 'Comedy']"
kung pow enter the fist,2,,,,69.0,Kung Pow! Enter the Fist,,"['Action & Adventure', 'Comedy']"
kurt cobain about a son,1,,7.6,,78.0,Kurt Cobain About a Son,2007,"['Music', 'Documentary']"
kurt cobain montage of heck,1,,7.8,3.0,81.0,Kurt Cobain: Montage of Heck,2015,"['Biography', 'Music', 'Documentary']"
kurt courtney,1,,,4.0,44.0,Kurt & Courtney,1998,['Documentary']
kuso,1,,6.6,,,Kuso,2017,"['Drama', 'Horror']"
kwaidan,1,,,2.5,,Kwaidan (Kaidan),1964,['Horror']
kwik stop,1,,,,60.0,Kwik Stop,2001,"['Comedy', 'Drama', 'Romance']"
kyun ho gaya na,1,,,,51.0,Kyun...! Ho Gaya Na,2004,"['Art House & International', 'Comedy', 'Drama']"
kærlighed på film,1,,,,82.0,Kærlighed på Film (Just Another Love Story),2007,"['Art House & International', 'Drama', 'Mystery & Suspense']"
l a confidential,1,8.2,8.9,4.1,94.0,L.A. Confidential,1997,"['Crime', 'Drama', 'Mystery']"
l a slasher,1,,,5.0,31.0,L.A. Slasher,2015,"['Comedy', 'Crime', 'Fantasy']"
l a story,1,,7.2,3.5,75.0,L.A. Story,1991,"['Drama', 'Fantasy', 'Comedy', 'Romance']"
l a twister,1,,,,33.0,L.A. Twister,2004,"['Comedy', 'Drama']"
l amour fou,1,,7.0,,,L'amour fou,2011,['Documentary']
l argent,1,,,,82.0,L'Argent,1983,"['Art House & International', 'Drama', 'Mystery & Suspense']"
l atalante,1,,,,89.0,L'Atalante,1934,"['Art House & International', 'Classics', 'Drama', 'Romance']"
l auberge espagnole,1,,7.4,,,L'Auberge Espagnole,2003,"['Drama', 'Comedy', 'Romance']"
l avocat de la terreur,1,,,,67.0,L' Avocat de la Terreur (Terror's Advocate),2007,"['Art House & International', 'Documentary', 'Special Interest']"
l avventura,1,,,,88.0,L'Avventura,1960,"['Art House & International', 'Classics', 'Drama', 'Mystery & Suspense']"
l eclisse,1,,,,89.0,L'Eclisse,1962,"['Art House & International', 'Drama']"
l enfant,1,,8.7,,72.0,L'Enfant (The Child),2006,"['Drama', 'Romance', 'Crime']"
l enfer,1,,,,74.0,L'Enfer,1994,"['Art House & International', 'Drama']"
l enfer d henri georges clouzot,1,,,,82.0,L'Enfer d'Henri-Georges Clouzot (Henri-George Clouzot's Inferno),2010,"['Art House & International', 'Documentary', 'Television']"
l fe happens,1,,,,30.0,L!fe Happens,2012,['Comedy']
l heure d été,1,,,,70.0,L'Heure d'été (Summer Hours),2009,"['Art House & International', 'Drama', 'Kids & Family']"
l i e,1,,6.4,4.3,78.0,L.I.E.,2001,['Drama']
l iceberg,1,,,,66.0,L'Iceberg,2005,"['Art House & International', 'Comedy']"
l ora di religione il sorriso mia madre the religion hour,1,,,,80.0,L' Ora di Religione (Il Sorriso di Mia Madre) (The Religion Hour) (My Mother's Smile),2002,"['Art House & International', 'Comedy', 'Drama']"
